"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR133985","ERR181435","ERR229952","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1173445","SRR1173640","SRR1175079","SRR1180462","SRR671749","SRR998654"
"mmpL5_2","","Siderophore exporter MmpL5","1","1","1","1","1616","271","1","","2837","2837","2837","","","","","","NC_019950_01837","","","","","","","",""
"group_1426","","hypothetical protein","1","1","1","1","4175","317","1","","272","272","272","","","","","","NC_019950_01848","","","","","","","",""
"group_1427","","hypothetical protein","1","1","1","1","1626","364","1","","149","149","149","","","","","","NC_019950_01979","","","","","","","",""
"group_1428","","hypothetical protein","1","1","1","1","4011","368","1","","5378","5378","5378","","","","","","NC_019950_01996","","","","","","","",""
"group_1429","","hypothetical protein","1","1","1","1","3968","323","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","227","227","227","","","","","","NC_019950_02037","","","","","","","",""
"group_1430","","hypothetical protein","1","1","1","1","3945","257","6","","278","278","278","","","","","","NC_019950_02059","","","","","","","",""
"group_1431","","hypothetical protein","1","1","1","1","3944","257","5","","647","647","647","","","","","","NC_019950_02060","","","","","","","",""
"group_1432","","hypothetical protein","1","1","1","1","3943","257","4","","749","749","749","","","","","","NC_019950_02061","","","","","","","",""
"group_1433","","hypothetical protein","1","1","1","1","3942","257","3","","746","746","746","","","","","","NC_019950_02062","","","","","","","",""
"tuf_2","","Elongation factor Tu","1","1","1","1","3941","257","2","","269","269","269","","","","","","NC_019950_02063","","","","","","","",""
"group_1435","","hypothetical protein","1","1","1","1","3940","257","1","","179","179","179","","","","","","NC_019950_02064","","","","","","","",""
"group_1436","","hypothetical protein","1","1","1","1","3890","369","1","","512","512","512","","","","","","NC_019950_02109","","","","","","","",""
"group_1437","","hypothetical protein","1","1","1","1","3880","300","2","","1802","1802","1802","","","","","","NC_019950_02116","","","","","","","",""
"group_1438","","hypothetical protein","1","1","1","1","3881","300","1","","1514","1514","1514","","","","","","NC_019950_02117","","","","","","","",""
"group_1439","","hypothetical protein","1","1","1","1","3866","343","1","","623","623","623","","","","","","NC_019950_02130","","","","","","","",""
"group_1440","","hypothetical protein","1","1","1","1","3839","325","1","","1097","1097","1097","","","","","","NC_019950_02157","","","","","","","",""
"group_1441","","hypothetical protein","1","1","1","1","1637","12","10","","266","266","266","","","","","","NC_019950_02172","","","","","","","",""
"group_1442","","hypothetical protein","1","1","1","1","1636","12","11","","449","449","449","","","","","","NC_019950_02173","","","","","","","",""
"group_1443","","hypothetical protein","1","1","1","1","1643","12","13","","671","671","671","","","","","","NC_019950_02175","","","","","","","",""
"group_1444","","putative protein","1","1","1","1","1642","12","14","","278","278","278","","","","","","NC_019950_02176","","","","","","","",""
"group_1445","","IS3 family transposase ISBj3","1","1","1","1","3805","258","5","","296","296","296","","","","","","NC_019950_02188","","","","","","","",""
"group_1446","","IS3 family transposase ISBj3","1","1","1","1","3800","295","2","","296","296","296","","","","","","NC_019950_02193","","","","","","","",""
"group_1447","","IS3 family transposase ISBj3","1","1","1","1","1654","265","3","","296","296","296","","","","","","NC_019950_02402","","","","","","","",""
"group_1448","","IS3 family transposase ISBj3","1","1","1","1","1664","278","2","","296","296","296","","","","","","NC_019950_02547","","","","","","","",""
"group_1449","","hypothetical protein","1","1","1","1","1645","350","1","","1124","1124","1124","","","","","","NC_019950_02230","","","","","","","",""
"group_1450","","hypothetical protein","1","1","1","1","3621","268","1","","236","236","236","","","","","","NC_019950_02365","","","","","","","",""
"group_1451","","IS3 family transposase IS987","1","1","1","1","1656","265","1","","767","767","767","","","","","","NC_019950_02404","","","","","","","",""
"group_1452","","hypothetical protein","1","1","1","1","3558","320","1","","125","125","125","","","","","","NC_019950_02426","","","","","","","",""
"group_1453","","hypothetical protein","1","1","1","1","3462","77","3","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","359","359","359","","","","","","NC_019950_02517","","","","","","","",""
"estB","","Esterase EstB","1","1","1","1","3394","330","1","","1184","1184","1184","","","","","","NC_019950_02589","","","","","","","",""
"group_1455","","hypothetical protein","1","1","1","1","3370","22","1","","3884","3884","3884","","","","","","NC_019950_02613","","","","","","","",""
"group_1456","","hypothetical protein","1","1","1","1","3369","22","2","","3344","3344","3344","","","","","","NC_019950_02614","","","","","","","",""
"group_1457","","hypothetical protein","1","1","1","1","1671","374","1","","95","95","95","","","","","","NC_019950_02623","","","","","","","",""
"group_1458","","hypothetical protein","1","1","1","1","3339","297","2","","281","281","281","","","","","","NC_019950_02640","","","","","","","",""
"group_1459","","hypothetical protein","1","1","1","1","3329","312","1","","227","227","227","","","","","","NC_019950_02648","","","","","","","",""
"group_1460","","Antitoxin VapB39","1","1","1","1","1674","360","1","","224","224","224","","","","","","NC_019950_02659","","","","","","","",""
"group_1461","","hypothetical protein","1","1","1","1","3309","282","2","","314","314","314","","","","","","NC_019950_02670","","","","","","","",""
"group_1462","","hypothetical protein","1","1","1","1","3303","282","3","","1577","1577","1577","","","","","","NC_019950_02671","","","","","","","",""
"lppA","","Putative lipoprotein LppA","1","1","1","1","3304","282","1","","344","344","344","","","","","","NC_019950_02672","","","","","","","",""
"group_1464","","hypothetical protein","1","1","1","1","3264","307","1","","122","122","122","","","","","","NC_019950_02708","","","","","","","",""
"group_1465","","hypothetical protein","1","1","1","1","1680","299","2","","272","272","272","","","","","","NC_019950_02779","","","","","","","",""
"group_1466","","IS256 family transposase ISRjo4","1","1","1","1","1679","299","1","","1310","1310","1310","","","","","","NC_019950_02780","","","","","","","",""
"group_1467","","hypothetical protein","1","1","1","1","1683","354","1","","143","143","143","","","","","","NC_019950_02895","","","","","","","",""
"group_1468","truB","tRNA pseudouridine synthase B","1","1","1","1","3051","290","2","","890","890","890","","","","","","NC_019950_02903","","","","","","","",""
"group_1469","npt","4'-phosphopantetheinyl transferase Npt","1","1","1","1","1684","290","1","","671","671","671","","","","","","NC_019950_02904","","","","","","","",""
"group_147","","putative PPE family protein PPE40","1","1","1","1","1338","434","1","","515","515","515","","","","","","","","","","","","","","SRR998654_01199"
"group_1470","","hypothetical protein","1","1","1","1","3044","16","9","","596","596","596","","","","","","NC_019950_02907","","","","","","","",""
"group_1471","","hypothetical protein","1","1","1","1","3042","16","3","","326","326","326","","","","","","NC_019950_02909","","","","","","","",""
"group_1472","","hypothetical protein","1","1","1","1","3041","16","2","","575","575","575","","","","","","NC_019950_02910","","","","","","","",""
"group_1473","cocE_2","Cocaine esterase","1","1","1","1","3035","16","1","","1685","1685","1685","","","","","","NC_019950_02911","","","","","","","",""
"group_1474","","hypothetical protein","1","1","1","1","3031","311","1","","1043","1043","1043","","","","","","NC_019950_02914","","","","","","","",""
"group_1475","","hypothetical protein","1","1","1","1","1685","372","1","","503","503","503","","","","","","NC_019950_02916","","","","","","","",""
"group_1476","","Putative HTH-type transcriptional regulator","1","1","1","1","3027","256","1","","239","239","239","","","","","","NC_019950_02919","","","","","","","",""
"group_1477","","hypothetical protein","1","1","1","1","3020","256","2","","260","260","260","","","","","","NC_019950_02920","","","","","","","",""
"group_1478","","hypothetical protein","1","1","1","1","3021","256","6","","125","125","125","","","","","","NC_019950_02921","","","","","","","",""
"group_1479","","hypothetical protein","1","1","1","1","3022","256","5","","218","218","218","","","","","","NC_019950_02922","","","","","","","",""
"group_1480","","hypothetical protein","1","1","1","1","3023","256","4","","362","362","362","","","","","","NC_019950_02923","","","","","","","",""
"group_1481","","hypothetical protein","1","1","1","1","3024","256","3","","1892","1892","1892","","","","","","NC_019950_02924","","","","","","","",""
"group_1482","","hypothetical protein","1","1","1","1","3016","281","1","","368","368","368","","","","","","NC_019950_02929","","","","","","","",""
"group_1483","","hypothetical protein","1","1","1","1","1694","72","2","","368","368","368","","","","","","NC_019950_03073","","","","","","","",""
"group_1484","csm6","CRISPR system endoribonuclease Csm6","1","1","1","1","3007","255","1","","1247","1247","1247","","","","","","NC_019950_02932","","","","","","","",""
"group_1485","csm5","CRISPR system Cms protein Csm5","1","1","1","1","3006","255","2","","1127","1127","1127","","","","","","NC_019950_02933","","","","","","","",""
"group_1486","csm4","CRISPR system Cms protein Csm4","1","1","1","1","3005","255","3","","908","908","908","","","","","","NC_019950_02934","","","","","","","",""
"group_1487","csm3","CRISPR system Cms endoribonuclease Csm3","1","1","1","1","3004","255","4","","710","710","710","","","","","","NC_019950_02935","","","","","","","",""
"group_1488","csm2","CRISPR system Cms protein Csm2","1","1","1","1","3003","255","5","","392","392","392","","","","","","NC_019950_02936","","","","","","","",""
"group_1489","","CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A)","1","1","1","1","3002","255","9","","2441","2441","2441","","","","","","NC_019950_02937","","","","","","","",""
"group_149","","putative PPE family protein PPE17","1","1","1","1","1379","456","1","","485","485","485","","","ERR229952_01246","","","","","","","","","","",""
"group_1490","cas6","CRISPR-associated endoribonuclease Cas6","1","1","1","1","3001","255","8","","788","788","788","","","","","","NC_019950_02938","","","","","","","",""
"group_1491","","ISNCY family transposase ISBli16","1","1","1","1","3000","255","7","","1283","1283","1283","","","","","","NC_019950_02939","","","","","","","",""
"group_1492","","hypothetical protein","1","1","1","1","2999","255","6","","545","545","545","","","","","","NC_019950_02940","","","","","","","",""
"group_1493","","Ribonuclease VapC22","1","1","1","1","2980","287","2","","392","392","392","","","","","","NC_019950_02942","","","","","","","",""
"group_1494","","Antitoxin VapB22","1","1","1","1","1687","287","1","","215","215","215","","","","","","NC_019950_02943","","","","","","","",""
"group_1495","","hypothetical protein","1","1","1","1","1689","324","1","","320","320","320","","","","","","NC_019950_02981","","","","","","","",""
"group_1496","","hypothetical protein","1","1","1","1","1692","357","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","380","380","380","","","","","","NC_019950_03059","","","","","","","",""
"group_1497","","hypothetical protein","1","1","1","1","2800","285","2","","299","299","299","","","","","","NC_019950_03116","","","","","","","",""
"group_1498","","hypothetical protein","1","1","1","1","2799","285","1","","422","422","422","","","","","","NC_019950_03117","","","","","","","",""
"group_1499","","hypothetical protein","1","1","1","1","2775","18","8","","119","119","119","","","","","","NC_019950_03139","","","","","","","",""
"group_150","esxV_1","ESAT-6-like protein EsxV","1","1","1","1","21","289","1","","284","284","284","","","","","","NC_019950_01085","","","","","","","",""
"group_1500","","hypothetical protein","1","1","1","1","2758","338","1","","845","845","845","","","","","","NC_019950_03150","","","","","","","",""
"group_1501","","hypothetical protein","1","1","1","1","1705","254","1","","323","323","323","","","","","","NC_019950_03172","","","","","","","",""
"group_1502","","hypothetical protein","1","1","1","1","1704","254","2","","1118","1118","1118","","","","","","NC_019950_03173","","","","","","","",""
"group_1503","","hypothetical protein","1","1","1","1","1703","254","3","","449","449","449","","","","","","NC_019950_03174","","","","","","","",""
"group_1504","","hypothetical protein","1","1","1","1","1702","254","14","","683","683","683","","","","","","NC_019950_03175","","","","","","","",""
"group_1505","","hypothetical protein","1","1","1","1","1701","254","13","","1364","1364","1364","","","","","","NC_019950_03176","","","","","","","",""
"group_1506","","hypothetical protein","1","1","1","1","1700","254","12","","1472","1472","1472","","","","","","NC_019950_03177","","","","","","","",""
"group_1507","","hypothetical protein","1","1","1","1","1699","254","11","","476","476","476","","","","","","NC_019950_03178","","","","","","","",""
"group_1508","","hypothetical protein","1","1","1","1","1698","254","10","","278","278","278","","","","","","NC_019950_03179","","","","","","","",""
"group_1509","","hypothetical protein","1","1","1","1","1697","254","9","","1439","1439","1439","","","","","","NC_019950_03180","","","","","","","",""
"esxV_3","","ESAT-6-like protein EsxV","1","1","1","1","1741","41","1","","284","284","284","","","","","","NC_019950_03781","","","","","","","",""
"group_1510","","hypothetical protein","1","1","1","1","1696","254","8","","257","257","257","","","","","","NC_019950_03181","","","","","","","",""
"group_1511","","hypothetical protein","1","1","1","1","1706","254","7","","479","479","479","","","","","","NC_019950_03182","","","","","","","",""
"group_1512","","hypothetical protein","1","1","1","1","1707","254","6","","263","263","263","","","","","","NC_019950_03183","","","","","","","",""
"group_1513","","hypothetical protein","1","1","1","1","1708","254","5","","542","542","542","","","","","","NC_019950_03184","","","","","","","",""
"group_1514","xerC_3","Tyrosine recombinase XerC","1","1","1","1","1709","254","4","","1136","1136","1136","","","","","","NC_019950_03185","","","","","","","",""
"group_1515","","hypothetical protein","1","1","1","1","1710","277","3","","137","137","137","","","","","","NC_019950_03211","","","","","","","",""
"group_1516","","hypothetical protein","1","1","1","1","2651","332","1","","107","107","107","","","","","","NC_019950_03259","","","","","","","",""
"group_1517","","putative PPE family protein PPE51","1","1","1","1","1713","348","1","","1145","1145","1145","","","","","","NC_019950_03266","","","","","","","",""
"group_1518","","hypothetical protein","1","1","1","1","1714","359","1","","377","377","377","","","","","","NC_019950_03305","","","","","","","",""
"group_1519","","hypothetical protein","1","1","1","1","2582","321","1","","773","773","773","","","","","","NC_019950_03321","","","","","","","",""
"group_1520","","hypothetical protein","1","1","1","1","1715","336","1","","209","209","209","","","","","","NC_019950_03365","","","","","","","",""
"group_1521","","hypothetical protein","1","1","1","1","1716","303","1","","161","161","161","","","","","","NC_019950_03368","","","","","","","",""
"group_1522","","hypothetical protein","1","1","1","1","1721","296","1","","113","113","113","","","","","","NC_019950_03409","","","","","","","",""
"group_1523","","IS1380 family transposase ISMsm10","1","1","1","1","1722","296","2","","1409","1409","1409","","","","","","NC_019950_03410","","","","","","","",""
"group_1524","","IS1634 family transposase ISMyca1","1","1","1","1","2486","262","4","","1736","1736","1736","","","","","","NC_019950_03419","","","","","","","",""
"group_1525","","hypothetical protein","1","1","1","1","2488","262","2","","335","335","335","","","","","","NC_019950_03421","","","","","","","",""
"group_1526","","IS607 family transposase IS1539","1","1","1","1","2489","262","1","","920","920","920","","","","","","NC_019950_03422","","","","","","","",""
"group_1527","purK","N5-carboxyaminoimidazole ribonucleotide synthase","1","1","1","1","2479","361","1","","1226","1226","1226","","","","","","NC_019950_03428","","","","","","","",""
"group_1528","","hypothetical protein","1","1","1","1","1723","371","1","","329","329","329","","","","","","NC_019950_03433","","","","","","","",""
"moaA1_2","","GTP 3',8-cyclase 1","1","1","1","1","2422","280","1","","1136","1136","1136","","","","","","NC_019950_03481","","","","","","","",""
"embR_2","","Transcriptional regulatory protein EmbR","1","1","1","1","2423","280","3","","1145","1145","1145","","","","","","NC_019950_03482","","","","","","","",""
"group_1531","","hypothetical protein","1","1","1","1","2424","280","2","","437","437","437","","","","","","NC_019950_03483","","","","","","","",""
"group_1532","","hypothetical protein","1","1","1","1","2402","263","3","","554","554","554","","","","","","NC_019950_03504","","","","","","","",""
"group_1533","","hypothetical protein","1","1","1","1","2401","263","4","","278","278","278","","","","","","NC_019950_03505","","","","","","","",""
"group_1534","","hypothetical protein","1","1","1","1","2397","263","2","","1322","1322","1322","","","","","","NC_019950_03506","","","","","","","",""
"group_1535","","hypothetical protein","1","1","1","1","2398","263","1","","179","179","179","","","","","","NC_019950_03507","","","","","","","",""
"group_1536","","hypothetical protein","1","1","1","1","1726","13","7","","11159","11159","11159","","","","","","NC_019950_03509","","","","","","","",""
"group_1537","","hypothetical protein","1","1","1","1","1727","13","8","","491","491","491","","","","","","NC_019950_03510","","","","","","","",""
"group_1538","","hypothetical protein","1","1","1","1","1754","275","2","","491","491","491","","","","","","NC_019950_04021","","","","","","","",""
"group_1539","","hypothetical protein","1","1","1","1","2342","274","3","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","188","188","188","","","","","","NC_019950_03546","","","","","","","",""
"group_1540","","Ribonuclease VapC46","1","1","1","1","2343","274","2","","383","383","383","","","","","","NC_019950_03547","","","","","","","",""
"group_1541","","Antitoxin VapB46","1","1","1","1","2344","274","1","","278","278","278","","","","","","NC_019950_03548","","","","","","","",""
"group_1542","","PE-PGRS family protein PE25","1","1","1","1","2297","260","1","","299","299","299","","","","","","NC_019950_03591","","","","","","","",""
"group_1543","","PPE family protein PPE57","1","1","1","1","2296","260","2","","542","542","542","","","","","","NC_019950_03592","","","","","","","",""
"group_1544","","hypothetical protein","1","1","1","1","2295","260","3","","395","395","395","","","","","","NC_019950_03593","","","","","","","",""
"group_1545","","PPE family protein PPE57","1","1","1","1","2293","260","4","","536","536","536","","","","","","NC_019950_03595","","","","","","","",""
"group_1546","","putative protein","1","1","1","1","1735","316","1","","1361","1361","1361","","","","","","NC_019950_03632","","","","","","","",""
"group_1547","","hypothetical protein","1","1","1","1","2208","331","1","","623","623","623","","","","","","NC_019950_03671","","","","","","","",""
"group_1548","","hypothetical protein","1","1","1","1","2206","291","1","","434","434","434","","","","","","NC_019950_03674","","","","","","","",""
"group_1549","","hypothetical protein","1","1","1","1","1736","291","2","","536","536","536","","","","","","NC_019950_03675","","","","","","","",""
"group_1551","","Ribonuclease VapC43","1","1","1","1","1738","333","1","","431","431","431","","","","","","NC_019950_03732","","","","","","","",""
"group_1552","","hypothetical protein","1","1","1","1","2099","306","1","","269","269","269","","","","","","NC_019950_03777","","","","","","","",""
"group_1554","","hypothetical protein","1","1","1","1","1744","83","1","","569","569","569","","","","","","NC_019950_03813","","","","","","","",""
"group_1555","","hypothetical protein","1","1","1","1","1820","42","1","","1019","1019","1019","","","","","","NC_019950_04054","","","","","","","",""
"group_1556","","putative protein","1","1","1","1","1768","6","12","","716","716","716","","","","","","NC_019950_04077","","","","","","","",""
"group_1557","","hypothetical protein","1","1","1","1","1767","6","11","","869","869","869","","","","","","NC_019950_04078","","","","","","","",""
"group_1558","","hypothetical protein","1","1","1","1","1766","6","10","","410","410","410","","","","","","NC_019950_04079","","","","","","","",""
"group_1559","","putative protein","1","1","1","1","1765","6","9","","473","473","473","","","","","","NC_019950_04080","","","","","","","",""
"pks5_1","","Mycocerosic acid synthase-like polyketide synthase","1","1","1","1","4442","19","2","","914","914","914","","","","","","","","","","","","SRR1180462_01619","",""
"group_1560","","hypothetical protein","1","1","1","1","1764","6","8","","461","461","461","","","","","","NC_019950_04081","","","","","","","",""
"group_1561","","hypothetical protein","1","1","1","1","1763","6","7","","287","287","287","","","","","","NC_019950_04082","","","","","","","",""
"group_1562","","hypothetical protein","1","1","1","1","1762","6","6","","257","257","257","","","","","","NC_019950_04083","","","","","","","",""
"group_1564","","hypothetical protein","1","1","1","1","250","84","1","","134","134","134","","","","","","","SRR1019139_00161","","","","","","",""
"group_1566","","PPE family protein PPE34","1","1","1","1","60","413","1","","1355","1355","1355","","","","","","","SRR1019139_00379","","","","","","",""
"smtA","","Succinyl-CoA--L-malate CoA-transferase alpha subunit","1","1","1","1","14","399","1","","467","467","467","","","","","","","SRR1019139_01214","","","","","","",""
"group_1570","tesB_2","Acyl-CoA thioesterase 2","1","1","1","1","3237","384","1","","416","416","416","","","","","","","SRR1019139_02744","","","","","","",""
"group_1571","","hypothetical protein","1","1","1","1","2076","113","1","","164","164","164","","","","","","","SRR1019139_03820","","","","","","",""
"group_1572","","hypothetical protein","1","1","1","1","472","416","1","","227","227","227","","","","","","","","SRR1163294_00368","","","","","",""
"group_1573","","hypothetical protein","1","1","1","1","15","397","1","","239","239","239","","","","","","","","SRR1163294_01189","","","","","",""
"group_1574","","hypothetical protein","1","1","1","1","1600","398","1","","116","116","116","","","","","","","","SRR1163294_01720","","","","","",""
"group_1575","","PE-PGRS family protein PE_PGRS30","1","1","1","1","1601","395","1","","314","314","314","","","","","","","","SRR1163294_01743","","","","","",""
"group_1576","","hypothetical protein","1","1","1","1","1740","380","1","","653","653","653","","","","","","","","SRR1163294_03800","","","","","",""
"group_1577","espI_2","ESX-1 secretion-associated protein EspI","1","1","1","1","1818","42","3","","926","926","926","","","","","","","","SRR1163294_04079","","","","","",""
"group_1578","","Putative transport protein","1","1","1","1","318","179","1","","635","635","635","","","","","","","","","SRR1173445_00227","","","","",""
"group_1579","","hypothetical protein","1","1","1","1","8","159","1","","845","845","845","","","","","","","","","SRR1173445_01315","","","","",""
"group_1581","","hypothetical protein","1","1","1","1","48","478","1","","392","392","392","","","","","","","","","","SRR1173640_00712","","","",""
"group_1582","","hypothetical protein","1","1","1","1","47","471","1","","185","185","185","","","","","","","","","","SRR1173640_00755","","","",""
"group_1584","","hypothetical protein","1","1","1","1","1487","467","1","","602","602","602","","","","","","","","","","","SRR1175079_01342","","",""
"group_1585","","hypothetical protein","1","1","1","1","1724","476","1","","635","635","635","","","","","","","","","","","SRR1175079_03460","","",""
"group_1586","","hypothetical protein","1","1","1","1","916","45","1","","431","431","431","","","","","","","","","","","","SRR1180462_00800","",""
"group_1587","","hypothetical protein","1","1","1","1","1008","405","1","","782","782","782","","","","","","","","","","","","SRR1180462_00891","",""
"group_1589","","putative PE-PGRS family protein PE_PGRS24","1","1","1","1","3","417","2","","161","161","161","","","","","","","","","","","","","","SRR998654_01402"
"group_1590","","hypothetical protein","1","1","1","1","2","417","1","","1697","1697","1697","","","","","","","","","","","","","","SRR998654_01403"
"group_1591","","hypothetical protein","1","1","1","1","1676","37","4","","629","629","629","","","","","","","","","","","","","","SRR998654_02699"
"group_1592","","hypothetical protein","1","1","1","1","1746","431","1","","122","122","122","","","","","","","","","","","","","","SRR998654_03883"
"treZ_1","","Malto-oligosyltrehalose trehalohydrolase","1","1","1","1","1598","259","2","","203","203","203","","","","","","NC_019950_01632","","","","","","","",""
"group_167","","hypothetical protein","1","1","1","1","1611","485","1","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","299","299","299","","ERR181435_01853","","","","","","","","","","","",""
"group_170","","putative PE-PGRS family protein PE_PGRS24","1","1","1","1","1619","73","1","","284","284","284","","","","","","","","","","","","","","SRR998654_01858"
"group_171","","putative PE-PGRS family protein PE_PGRS24","1","1","1","1","4184","73","4","","284","284","284","","","","","","","","SRR1163294_01859","","","","","",""
"group_175","","hypothetical protein","1","1","1","1","1624","411","1","","383","383","383","","","","","","","SRR1019139_01968","","","","","","",""
"group_177","","hypothetical protein","1","1","1","1","1627","116","1","","503","503","503","","","","","","","","","SRR1173445_02016","","","","",""
"group_185","","hypothetical protein","1","1","1","1","1634","447","1","","179","179","179","","","ERR229952_02196","","","","","","","","","","",""
"group_189","","putative PPE family protein PPE36","1","1","1","1","3779","414","1","","140","140","140","","","","","","","","","","","","SRR1180462_02227","",""
"group_207","","hypothetical protein","1","1","1","1","1686","117","1","","173","173","173","","","","","","","","","SRR1173445_02944","","","","",""
"group_213","","hypothetical protein","1","1","1","1","2403","213","1","","4601","4601","4601","","","","","","","","","SRR1173445_03516","","","","",""
"group_219","","hypothetical protein","1","1","1","1","1743","388","1","","365","365","365","","","","","","","SRR1019139_03818","","","","","","",""
"group_225","","putative PPE family protein PPE33","1","1","1","1","4128","455","1","","818","818","818","","","ERR229952_01919","","","","","","","","","","",""
"group_227","","hypothetical protein","1","1","1","1","50","470","1","","413","413","413","","","","","","","","","","SRR1173640_00686","","","",""
"group_23","","putative protein","1","1","1","1","11","313","1","","500","500","500","","","","","","NC_019950_01193","","","","","","","",""
"whiB5_1","","Transcriptional regulator WhiB5","1","1","1","1","84","387","1","","155","155","155","","","","","","","","SRR1163294_00027","","","","","",""
"dltA_1","","D-alanine--D-alanyl carrier protein ligase","1","1","1","1","82","461","1","","827","827","827","","","ERR229952_00043","","","","","","","","","","",""
"group_235","","hypothetical protein","1","1","1","1","81","487","1","","164","164","164","","ERR181435_00060","","","","","","","","","","","",""
"group_241","","hypothetical protein","1","1","1","1","73","142","1","","785","785","785","","","","","","","","","SRR1173445_00123","","","","",""
"group_247","PE3_2","PE family protein PE3","1","1","1","1","270","450","1","","701","701","701","","","ERR229952_00177","","","","","","","","","","",""
"group_250","","L,D-transpeptidase 4","1","1","1","1","68","70","4","","764","764","764","","","","","","","","","SRR1173445_00212","","","","",""
"group_253","","hypothetical protein","1","1","1","1","67","144","1","","200","200","200","","","","","","","","","SRR1173445_00216","","","","",""
"group_255","","hypothetical protein","1","1","1","1","325","424","1","","341","341","341","","","","ERR234202_00230","","","","","","","","","",""
"group_26","","hypothetical protein","1","1","1","1","4214","261","4","","602","602","602","","","","","","NC_019950_01809","","","","","","","",""
"group_266","","hypothetical protein","1","1","1","1","521","441","1","","362","362","362","","","","ERR234202_00417","","","","","","","","","",""
"ppsA_1","","Phthiocerol synthesis polyketide synthase type I PpsA","1","1","1","1","537","454","1","","1382","1382","1382","","","ERR229952_00429","","","","","","","","","","",""
"group_273","lcfB_2","Long-chain-fatty-acid--CoA ligase","1","1","1","1","693","481","1","","473","473","473","","ERR181435_00580","","","","","","","","","","","",""
"group_275","","putative polyglutamine synthesis accessory protein","1","1","1","1","721","418","1","","446","446","446","","","","ERR234202_00612","","","","","","","","","",""
"group_277","","hypothetical protein","1","1","1","1","53","436","1","","788","788","788","","","","","","","","","","","","","","SRR998654_00615"
"group_281","","hypothetical protein","1","1","1","1","738","446","1","","584","584","584","","","ERR229952_00625","","","","","","","","","","",""
"recB_1","","RecBCD enzyme subunit RecB","1","1","1","1","780","458","1","","629","629","629","","","ERR229952_00666","","","","","","","","","","",""
"atsA","","Arylsulfatase","1","1","1","1","817","426","1","","845","845","845","","","","","","","","","","","","","","SRR998654_00700"
"end_2","","putative endonuclease 4","1","1","1","1","49","204","1","","551","551","551","ERR133985_00712","","","","","","","","","","","","",""
"group_297","","Putative cytochrome P450 123","1","1","1","1","45","120","1","","959","959","959","ERR133985_00812","","","","","","","","","","","","",""
"group_303","lpdA_1","Dihydrolipoyl dehydrogenase","1","1","1","1","40","88","2","","611","611","611","","","ERR229952_00844","","","","","","","","","","",""
"group_317","","hypothetical protein","1","1","1","1","32","17","4","","614","614","614","","","","","","","","","","SRR1173640_00944","","","",""
"group_319","","Putative HTH-type transcriptional regulator","1","1","1","1","31","386","1","","563","563","563","","","","","","","","SRR1163294_00943","","","","","",""
"accD3_2","","Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","1","1","1","1","1081","210","1","","653","653","653","","","","","","","","","SRR1173445_00957","","","","",""
"group_3223","","IS256 family transposase IS1553","1","1","1","1","1609","298","2","","1229","1229","1229","","","","","","NC_019950_01732","","","","","","","",""
"group_3224","","IS256 family transposase IS1553","1","1","1","1","1672","297","1","","1229","1229","1229","","","","","","NC_019950_02641","","","","","","","",""
"group_3225","","IS256 family transposase IS1553","1","1","1","1","2294","260","5","","1229","1229","1229","","","","","","NC_019950_03594","","","","","","","",""
"group_325","pknD_2","Serine/threonine-protein kinase PknD","1","1","1","1","1113","453","1","","875","875","875","","","ERR229952_00994","","","","","","","","","","",""
"group_331","","hypothetical protein","1","1","1","1","1163","375","1","","2435","2435","2435","","","","","","NC_019950_01014","","","","","","","",""
"group_333","","hypothetical protein","1","1","1","1","18","4","1","","398","398","398","","","","","","","","","","","SRR1175079_01104","","",""
"group_335","","hypothetical protein","1","1","1","1","1267","326","1","","755","755","755","","","","","","NC_019950_01110","","","","","","","",""
"group_3353","","ISL3 family transposase IS1557","1","1","1","1","400","20","5","","1334","1334","1334","","","","","","NC_019950_00304","","","","","","","",""
"group_3354","","ISL3 family transposase IS1557","1","1","1","1","1100","351","1","","1334","1334","1334","","","","","","NC_019950_00954","","","","","","","",""
"group_3355","","ISL3 family transposase IS1557","1","1","1","1","3455","355","1","","1334","1334","1334","","","","","","NC_019950_02524","","","","","","","",""
"group_343","","hypothetical protein","1","1","1","1","1361","480","1","","131","131","131","","","","","","","","","","","SRR1175079_01221","","",""
"tap_2","","Multidrug efflux pump Tap","1","1","1","1","1474","469","1","","695","695","695","","","","","","","","","","","SRR1175079_01331","","",""
