Sequence,Start,End,Primer
NC_017592,330607,332274,fwd
NC_017592,332274,334129,fwd
NC_017592,334129,335928,fwd
NC_017592,335928,337622,fwd
NC_017592,337622,339487,fwd
NC_017592,339487,341302,fwd
NC_017592,341302,343008,fwd
NC_017592,343008,344905,fwd
NC_017592,344905,346605,fwd
NC_017592,346605,348400,fwd
NC_017592,348400,350157,fwd
NC_017592,350157,352029,fwd
NC_017592,352029,353885,fwd
NC_017592,353885,355616,fwd
NC_017592,355616,357366,fwd
NC_017592,357366,359206,fwd
NC_017592,359206,361023,fwd
NC_017592,361023,362784,fwd
NC_017592,362784,364627,fwd
NC_017592,364627,366487,fwd
NC_017592,366487,368308,fwd
NC_017592,368308,369978,fwd
NC_017592,369978,371841,fwd
NC_017592,371841,373586,fwd
NC_017592,373586,375315,fwd
NC_017592,375315,377147,fwd
NC_017592,377147,378899,fwd
NC_017592,378899,380826,fwd
NC_017592,380826,382637,fwd
NC_017592,382637,384488,fwd
NC_017592,384488,386207,fwd
NC_017592,386207,388026,fwd
NC_017592,388026,389871,fwd
NC_017592,389871,391568,fwd
NC_017592,391568,393436,fwd
NC_017592,393436,395280,fwd
NC_017592,395280,397102,fwd
NC_017592,397102,398848,fwd
NC_017592,398848,400622,fwd
NC_017592,400622,402407,fwd
NC_017592,402407,404204,fwd
NC_017592,404204,406060,fwd
NC_017592,406060,407948,fwd
NC_017592,407948,409780,fwd
NC_017592,409780,411524,fwd
NC_017592,411524,413413,fwd
NC_017592,413413,415124,fwd
NC_017592,415124,416873,fwd
NC_017592,416873,418750,fwd
NC_017592,418750,420526,fwd
NC_017592,420526,422271,fwd
NC_017592,422271,424070,fwd
NC_017592,424070,425889,fwd
NC_017592,425889,427716,fwd
NC_017592,427716,429581,fwd
NC_017592,429581,431429,fwd
NC_017592,431429,433227,fwd
NC_017592,433227,435048,fwd
NC_017592,435048,436860,fwd
NC_017592,436860,438598,fwd
NC_017592,438598,440425,fwd
NC_017592,440425,442141,fwd
NC_017592,442141,443893,fwd
NC_017592,443893,445761,fwd
NC_017592,445761,447521,fwd
NC_017592,447521,449317,fwd
NC_017592,449317,451112,fwd
NC_017592,451112,452860,fwd
NC_017592,452860,454710,fwd
NC_017592,454710,456479,fwd
NC_017592,456479,458211,fwd
NC_017592,458211,460010,fwd
NC_017592,460010,461871,fwd
NC_017592,461871,463658,fwd
NC_017592,463658,465401,fwd
NC_017592,465401,467234,fwd
NC_017592,467234,469023,fwd
NC_017592,469023,470797,fwd
NC_017592,470797,472569,fwd
NC_017592,472569,474412,fwd
NC_017592,474412,476308,fwd
NC_017592,476308,478044,fwd
NC_017592,478044,479831,fwd
NC_017592,479831,481683,fwd
NC_017592,481683,483428,fwd
NC_017592,483428,485263,fwd
NC_017592,485263,486968,fwd
NC_017592,486968,488802,fwd
NC_017592,488802,490617,fwd
NC_017592,490617,492367,fwd
NC_017592,492367,493849,fwd
NC_017592,493849,495583,fwd
NC_017592,495583,497396,fwd
NC_017592,497396,499193,fwd
NC_017592,499193,500900,fwd
NC_017592,500900,502666,fwd
NC_017592,502666,504559,fwd
NC_017592,504559,506256,fwd
NC_017592,506256,507992,fwd
NC_017592,507992,509833,fwd
NC_017592,509833,511525,fwd
NC_017592,511525,513382,fwd
NC_017592,513382,515174,fwd
NC_017592,515174,516895,fwd
NC_017592,516895,518720,fwd
NC_017592,518720,520470,fwd
NC_017592,520470,522241,fwd
NC_017592,522241,523992,fwd
NC_017592,523992,525780,fwd
NC_017592,525780,527528,fwd
NC_017592,527528,529415,fwd
NC_017592,529415,531133,fwd
NC_017592,531133,532996,fwd
NC_017592,532996,534778,fwd
NC_017592,534778,536458,fwd
NC_017592,536458,538289,fwd
NC_017592,538289,540155,fwd
NC_017592,540155,542008,fwd
NC_017592,542008,543711,fwd
NC_017592,543711,545483,fwd
NC_017592,545483,547260,fwd
NC_017592,547260,549082,fwd
NC_017592,549082,550789,fwd
NC_017592,554382,556246,fwd
NC_017592,556246,558080,fwd
NC_017592,558080,559759,fwd
NC_017592,559759,561642,fwd
NC_017592,561642,563456,fwd
NC_017592,563456,565240,fwd
NC_017592,568788,570574,fwd
NC_017592,570574,572346,fwd
NC_017592,572346,574106,fwd
NC_017592,574106,576031,fwd
NC_017592,579355,581200,fwd
NC_017592,581200,582942,fwd
NC_017592,582942,584685,fwd
NC_017592,584685,586566,fwd
NC_017592,586566,588331,fwd
NC_017592,588331,590109,fwd
NC_017592,590109,591890,fwd
NC_017592,591890,593663,fwd
NC_017592,593663,595484,fwd
NC_017592,595484,597328,fwd
NC_017592,597328,599151,fwd
NC_017592,599151,600963,fwd
NC_017592,600963,602752,fwd
NC_017592,602752,604570,fwd
NC_017592,604570,606323,fwd
NC_017592,606323,608102,fwd
NC_017592,608102,609923,fwd
NC_017592,609923,611735,fwd
NC_017592,611735,613572,fwd
NC_017592,613572,615257,fwd
NC_017592,615257,617075,fwd
NC_017592,617075,618924,fwd
NC_017592,618924,620680,fwd
NC_017592,620680,622506,fwd
NC_017592,622506,624317,fwd
NC_017592,624317,626044,fwd
NC_017592,626044,627833,fwd
NC_017592,627833,629492,fwd
NC_017592,629492,631169,fwd
NC_017592,631169,633010,fwd
NC_017592,633010,634784,fwd
NC_017592,634784,636553,fwd
NC_017592,636553,638209,fwd
NC_017592,638209,640024,fwd
NC_017592,640024,641680,fwd
NC_017592,641680,643211,fwd
NC_017592,643211,645040,fwd
NC_017592,645040,646850,fwd
NC_017592,646850,648680,fwd
NC_017592,648680,650332,fwd
NC_017592,650332,652034,fwd
NC_017592,652034,653848,fwd
NC_017592,653848,655658,fwd
NC_017592,655658,657465,fwd
NC_017592,657465,659207,fwd
NC_017592,659207,661002,fwd
NC_017592,661002,662860,fwd
NC_017592,662860,664629,fwd
NC_017592,664629,666354,fwd
NC_017592,666354,667934,fwd
NC_017592,667934,669866,fwd
NC_017592,669866,671673,fwd
NC_017592,671673,673557,fwd
NC_017592,673557,675325,fwd
NC_017592,675325,677123,fwd
NC_017592,677123,678877,fwd
NC_017592,678877,680766,fwd
NC_017592,680766,682532,fwd
NC_017592,682532,684326,fwd
NC_017592,684326,686208,fwd
NC_017592,686208,687893,fwd
NC_017592,687893,689651,fwd
NC_017592,689651,691487,fwd
NC_017592,691487,693257,fwd
NC_017592,693257,695079,fwd
NC_017592,695079,696962,fwd
NC_017592,696962,698738,fwd
NC_017592,698738,700531,fwd
NC_017592,700531,702336,fwd
NC_017592,702336,704226,fwd
NC_017592,704226,706034,fwd
NC_017592,706034,707753,fwd
NC_017592,707753,709646,fwd
NC_017592,709646,711454,fwd
NC_017592,711454,713210,fwd
NC_017592,713210,714999,fwd
NC_017592,714999,716843,fwd
NC_017592,716843,718669,fwd
NC_017592,718669,720468,fwd
NC_017592,720468,722268,fwd
NC_017592,722268,724006,fwd
NC_017592,724006,725780,fwd
NC_017592,725780,727602,fwd
NC_017592,727602,729283,fwd
NC_017592,729283,731144,fwd
NC_017592,731144,732886,fwd
NC_017592,732886,734733,fwd
NC_017592,734733,736580,fwd
NC_017592,736580,738324,fwd
NC_017592,738324,740113,fwd
NC_017592,740113,741967,fwd
NC_017592,741967,743754,fwd
NC_017592,743754,745551,fwd
NC_017592,745551,747411,fwd
NC_017592,747411,749166,fwd
NC_017592,752808,754541,fwd
NC_017592,754541,756392,fwd
NC_017592,756392,758158,fwd
NC_017592,758158,760047,fwd
NC_017592,760047,761878,fwd
NC_017592,765441,767172,fwd
NC_017592,767172,769028,fwd
NC_017592,769028,770803,fwd
NC_017592,770803,772650,fwd
NC_017592,772650,774400,fwd
NC_017592,774400,776191,fwd
NC_017592,776191,778042,fwd
NC_017592,778042,779751,fwd
NC_017592,779751,781624,fwd
NC_017592,781624,783442,fwd
NC_017592,783442,785311,fwd
NC_017592,785311,787132,fwd
NC_017592,787132,788931,fwd
NC_017592,788931,790667,fwd
NC_017592,790667,792426,fwd
NC_017592,792426,794230,fwd
NC_017592,794230,796061,fwd
NC_017592,796061,797756,fwd
NC_017592,797756,799511,fwd
NC_017592,799511,801310,fwd
NC_017592,801310,803193,fwd
NC_017592,803193,804981,fwd
NC_017592,804981,806668,fwd
NC_017592,806668,808557,fwd
NC_017592,808557,810345,fwd
NC_017592,810345,812082,fwd
NC_017592,812082,813991,fwd
NC_017592,813991,815753,fwd
NC_017592,815753,817582,fwd
NC_017592,817582,819297,fwd
NC_017592,819297,821040,fwd
NC_017592,821040,822790,fwd
NC_017592,822790,824566,fwd
NC_017592,824566,826384,fwd
NC_017592,826384,828167,fwd
NC_017592,828167,830013,fwd
NC_017592,830013,831851,fwd
NC_017592,831851,833627,fwd
NC_017592,833627,835334,fwd
NC_017592,835334,837269,fwd
NC_017592,837269,839055,fwd
NC_017592,839055,840760,fwd
NC_017592,840760,842525,fwd
NC_017592,842525,844168,fwd
NC_017592,844168,845934,fwd
NC_017592,845934,847841,fwd
NC_017592,847841,849565,fwd
NC_017592,849565,851482,fwd
NC_017592,851482,853272,fwd
NC_017592,853272,854971,fwd
NC_017592,854971,856838,fwd
NC_017592,860414,862200,fwd
NC_017592,862200,863940,fwd
NC_017592,863940,865762,fwd
NC_017592,865762,867576,fwd
NC_017592,867576,869424,fwd
NC_017592,869424,871216,fwd
NC_017592,871216,872907,fwd
NC_017592,872907,874689,fwd
NC_017592,874689,876520,fwd
NC_017592,876520,878374,fwd
NC_017592,878374,880169,fwd
NC_017592,880169,881958,fwd
NC_017592,881958,883793,fwd
NC_017592,883793,885523,fwd
NC_017592,885523,887344,fwd
NC_017592,887344,889117,fwd
NC_017592,889117,890860,fwd
NC_017592,890860,892681,fwd
NC_017592,892681,894389,fwd
NC_017592,894389,896210,fwd
NC_017592,896210,897933,fwd
NC_017592,897933,899731,fwd
NC_017592,899731,901525,fwd
NC_017592,901525,903321,fwd
NC_017592,903321,905122,fwd
NC_017592,905122,906851,fwd
NC_017592,906851,908661,fwd
NC_017592,908661,910436,fwd
NC_017592,910436,912226,fwd
NC_017592,912226,913884,fwd
NC_017592,913884,915525,fwd
NC_017592,915525,917307,fwd
NC_017592,917307,919184,fwd
NC_017592,919184,920781,fwd
NC_017592,920781,922648,fwd
NC_017592,922648,924381,fwd
NC_017592,924381,926295,fwd
NC_017592,926295,928116,fwd
NC_017592,928116,929916,fwd
NC_017592,929916,931778,fwd
NC_017592,931778,933567,fwd
NC_017592,933567,935281,fwd
NC_017592,935281,936989,fwd
NC_017592,936989,938779,fwd
NC_017592,938779,940461,fwd
NC_017592,940461,942255,fwd
NC_017592,942255,944129,fwd
NC_017592,944129,945939,fwd
NC_017592,945939,947703,fwd
NC_017592,947703,949519,fwd
NC_017592,949519,951373,fwd
NC_017592,951373,953108,fwd
NC_017592,953108,954894,fwd
NC_017592,954894,956601,fwd
NC_017592,956601,958496,fwd
NC_017592,958496,960334,fwd
NC_017592,960334,962150,fwd
NC_017592,962150,963882,fwd
NC_017592,963882,965547,fwd
NC_017592,965547,966997,fwd
NC_017592,966997,968769,fwd
NC_017592,968769,970297,fwd
NC_017592,970297,972011,fwd
NC_017592,972011,973448,fwd
NC_017592,973448,975153,fwd
NC_017592,975153,976886,fwd
NC_017592,976886,978503,fwd
NC_017592,978503,980249,fwd
NC_017592,980249,982127,fwd
NC_017592,982127,983925,fwd
NC_017592,983925,985738,fwd
NC_017592,985738,987528,fwd
NC_017592,987528,989373,fwd
NC_017592,989373,991235,fwd
NC_017592,991235,992989,fwd
NC_017592,992989,994722,fwd
NC_017592,994722,996525,fwd
NC_017592,996525,998279,fwd
NC_017592,998279,999996,fwd
NC_017592,999996,1001862,fwd
NC_017592,1001862,1003863,fwd
NC_017592,1003863,1005541,fwd
NC_017592,1005541,1007305,fwd
NC_017592,1007305,1009054,fwd
NC_017592,1009054,1010841,fwd
NC_017592,1010841,1012696,fwd
NC_017592,1012696,1014426,fwd
NC_017592,1017833,1019630,fwd
NC_017592,1019630,1021385,fwd
NC_017592,1021385,1023164,fwd
NC_017592,1023164,1025024,fwd
NC_017592,1025024,1026721,fwd
NC_017592,1026721,1028462,fwd
NC_017592,1028462,1030248,fwd
NC_017592,1030248,1032159,fwd
NC_017592,1032159,1033916,fwd
NC_017592,1033916,1035627,fwd
NC_017592,1035627,1037458,fwd
NC_017592,1037458,1039189,fwd
NC_017592,1039189,1041032,fwd
NC_017592,1041032,1042734,fwd
NC_017592,1042734,1044560,fwd
NC_017592,1044560,1046321,fwd
NC_017592,1046321,1048112,fwd
NC_017592,1048112,1049848,fwd
NC_017592,1049848,1051641,fwd
NC_017592,1051641,1053492,fwd
NC_017592,1053492,1055269,fwd
NC_017592,1055269,1057122,fwd
NC_017592,1057122,1058850,fwd
NC_017592,1058850,1060734,fwd
NC_017592,1060734,1062201,fwd
NC_017592,1062201,1063958,fwd
NC_017592,1063958,1065816,fwd
NC_017592,1065816,1067699,fwd
NC_017592,1067699,1069539,fwd
NC_017592,1069539,1071256,fwd
NC_017592,1071256,1072982,fwd
NC_017592,1072982,1074724,fwd
NC_017592,1074724,1076531,fwd
NC_017592,1076531,1078246,fwd
NC_017592,1081743,1083521,fwd
NC_017592,1083521,1085292,fwd
NC_017592,1085292,1087087,fwd
NC_017592,1087087,1088793,fwd
NC_017592,1088793,1090649,fwd
NC_017592,1090649,1092480,fwd
NC_017592,1092480,1094225,fwd
NC_017592,1094225,1096020,fwd
NC_017592,1096020,1097874,fwd
NC_017592,1097874,1099587,fwd
NC_017592,1099587,1101447,fwd
NC_017592,1101447,1103215,fwd
NC_017592,1103215,1104984,fwd
NC_017592,1104984,1106766,fwd
NC_017592,1106766,1108620,fwd
NC_017592,1108620,1110398,fwd
NC_017592,1110398,1112178,fwd
NC_017592,1112178,1113791,fwd
NC_017592,1113791,1115617,fwd
NC_017592,1115617,1117381,fwd
NC_017592,1117381,1119203,fwd
NC_017592,1119203,1120896,fwd
NC_017592,1120896,1122724,fwd
NC_017592,1122724,1124538,fwd
NC_017592,1124538,1126467,fwd
NC_017592,1126467,1128281,fwd
NC_017592,1128281,1130074,fwd
NC_017592,1130074,1131717,fwd
NC_017592,1131717,1133495,fwd
NC_017592,1133495,1135283,fwd
NC_017592,1135283,1137110,fwd
NC_017592,1137110,1138957,fwd
NC_017592,1138957,1140682,fwd
NC_017592,1140682,1142478,fwd
NC_017592,1142478,1144323,fwd
NC_017592,1144323,1146163,fwd
NC_017592,1146163,1147923,fwd
NC_017592,1147923,1149681,fwd
NC_017592,1149681,1151514,fwd
NC_017592,1151514,1153342,fwd
NC_017592,1153342,1155165,fwd
NC_017592,1155165,1156921,fwd
NC_017592,1156921,1158767,fwd
NC_017592,1158767,1160585,fwd
NC_017592,1160585,1162368,fwd
NC_017592,1162368,1164135,fwd
NC_017592,1164135,1165782,fwd
NC_017592,1165782,1167582,fwd
NC_017592,1167582,1169400,fwd
NC_017592,1169400,1171159,fwd
NC_017592,1171159,1173037,fwd
NC_017592,1173037,1174808,fwd
NC_017592,1174808,1176537,fwd
NC_017592,1176537,1178193,fwd
NC_017592,1178193,1179981,fwd
NC_017592,1179981,1181785,fwd
NC_017592,1181785,1183516,fwd
NC_017592,1183516,1185357,fwd
NC_017592,1185357,1187185,fwd
NC_017592,1187185,1189010,fwd
NC_017592,1189010,1190879,fwd
NC_017592,1193889,1195797,fwd
NC_017592,1199206,1200955,fwd
NC_017592,1200955,1202735,fwd
NC_017592,1202735,1204525,fwd
NC_017592,1204525,1206328,fwd
NC_017592,1206328,1208100,fwd
NC_017592,1208100,1209865,fwd
NC_017592,1209865,1211674,fwd
NC_017592,1211674,1213456,fwd
NC_017592,1213456,1215226,fwd
NC_017592,1215226,1217089,fwd
NC_017592,1217089,1218884,fwd
NC_017592,1218884,1220705,fwd
NC_017592,1220705,1222591,fwd
NC_017592,1222591,1224401,fwd
NC_017592,1224401,1226142,fwd
NC_017592,1226142,1227951,fwd
NC_017592,1227951,1229764,fwd
NC_017592,1229764,1231555,fwd
NC_017592,1231555,1233215,fwd
NC_017592,1233215,1235019,fwd
NC_017592,1235019,1236844,fwd
NC_017592,1236844,1238511,fwd
NC_017592,1238511,1240399,fwd
NC_017592,1240399,1242197,fwd
NC_017592,1242197,1243930,fwd
NC_017592,1243930,1245854,fwd
NC_017592,1245854,1247585,fwd
NC_017592,1247585,1249349,fwd
NC_017592,1249349,1251132,fwd
NC_017592,1251132,1253050,fwd
NC_017592,1253050,1254829,fwd
NC_017592,1254829,1256606,fwd
NC_017592,1256606,1258434,fwd
NC_017592,1258434,1260251,fwd
NC_017592,1260251,1262073,fwd
NC_017592,1262073,1263879,fwd
NC_017592,1263879,1265726,fwd
NC_017592,1265726,1267261,fwd
NC_017592,1267261,1269089,fwd
NC_017592,1269089,1270926,fwd
NC_017592,1270926,1272711,fwd
NC_017592,1272711,1274215,fwd
NC_017592,1274215,1276141,fwd
NC_017592,1276141,1276514,fwd
NC_017592,1279558,1281057,fwd
NC_017592,1281057,1282791,fwd
NC_017592,1282791,1284502,fwd
NC_017592,1284502,1286111,fwd
NC_017592,1286111,1287860,fwd
NC_017592,1287860,1289752,fwd
NC_017592,1289752,1291519,fwd
NC_017592,1291519,1293274,fwd
NC_017592,1293274,1295004,fwd
NC_017592,1295004,1296844,fwd
NC_017592,1296844,1298727,fwd
NC_017592,1298727,1300428,fwd
NC_017592,1300428,1302250,fwd
NC_017592,1302250,1303985,fwd
NC_017592,1303985,1305746,fwd
NC_017592,1305746,1307464,fwd
NC_017592,1307464,1309167,fwd
NC_017592,1309167,1311002,fwd
NC_017592,1311002,1312757,fwd
NC_017592,1312757,1314535,fwd
NC_017592,1314535,1316218,fwd
NC_017592,1316218,1317958,fwd
NC_017592,1317958,1319774,fwd
NC_017592,1319774,1321549,fwd
NC_017592,1321549,1323388,fwd
NC_017592,1323388,1324989,fwd
NC_017592,1324989,1326797,fwd
NC_017592,1326797,1328564,fwd
NC_017592,1328564,1330363,fwd
NC_017592,1330363,1332121,fwd
NC_017592,1332121,1333893,fwd
NC_017592,1333893,1335760,fwd
NC_017592,1335760,1337429,fwd
NC_017592,1337429,1339330,fwd
NC_017592,1339330,1341179,fwd
NC_017592,1341179,1343012,fwd
NC_017592,1343012,1344779,fwd
NC_017592,1344779,1346629,fwd
NC_017592,1346629,1348358,fwd
NC_017592,1348358,1350169,fwd
NC_017592,1350169,1351962,fwd
NC_017592,1351962,1353703,fwd
NC_017592,1353703,1355594,fwd
NC_017592,1355594,1357368,fwd
NC_017592,1357368,1359235,fwd
NC_017592,1359235,1360627,fwd
NC_017592,1360627,1362540,fwd
NC_017592,1362540,1364332,fwd
NC_017592,1364332,1366070,fwd
NC_017592,1366070,1367894,fwd
NC_017592,1367894,1369660,fwd
NC_017592,1369660,1371449,fwd
NC_017592,1371449,1373286,fwd
NC_017592,1373286,1375087,fwd
NC_017592,1375087,1376748,fwd
NC_017592,1376748,1378504,fwd
NC_017592,1378504,1380345,fwd
NC_017592,1380345,1382185,fwd
NC_017592,1382185,1383975,fwd
NC_017592,1383975,1385875,fwd
NC_017592,1385875,1387579,fwd
NC_017592,1387579,1389369,fwd
NC_017592,1389369,1391183,fwd
NC_017592,1391183,1392920,fwd
NC_017592,1392920,1394761,fwd
NC_017592,1394761,1396484,fwd
NC_017592,1396484,1398381,fwd
NC_017592,1398381,1400083,fwd
NC_017592,1400083,1401862,fwd
NC_017592,1401862,1403608,fwd
NC_017592,1403608,1405482,fwd
NC_017592,1405482,1407274,fwd
NC_017592,1407274,1409137,fwd
NC_017592,1409137,1410891,fwd
NC_017592,1410891,1412777,fwd
NC_017592,1412777,1414502,fwd
NC_017592,1414502,1416297,fwd
NC_017592,1416297,1418091,fwd
NC_017592,1418091,1419782,fwd
NC_017592,1419782,1421590,fwd
NC_017592,1421590,1423396,fwd
NC_017592,1426977,1428838,fwd
NC_017592,1428838,1430607,fwd
NC_017592,1430607,1432422,fwd
NC_017592,1432422,1434202,fwd
NC_017592,1434202,1436023,fwd
NC_017592,1436023,1437778,fwd
NC_017592,1437778,1439609,fwd
NC_017592,1439609,1441423,fwd
NC_017592,1441423,1443212,fwd
NC_017592,1443212,1444964,fwd
NC_017592,1444964,1446662,fwd
NC_017592,1446662,1448476,fwd
NC_017592,1448476,1450258,fwd
NC_017592,1450258,1452058,fwd
NC_017592,1452058,1453838,fwd
NC_017592,1453838,1455610,fwd
NC_017592,1455610,1457381,fwd
NC_017592,1457381,1459158,fwd
NC_017592,1459158,1460979,fwd
NC_017592,1460979,1462770,fwd
NC_017592,1462770,1464534,fwd
NC_017592,1464534,1466401,fwd
NC_017592,1466401,1468248,fwd
NC_017592,1468248,1469925,fwd
NC_017592,1469925,1471824,fwd
NC_017592,1471824,1473496,fwd
NC_017592,1473496,1474985,fwd
NC_017592,1474985,1476753,fwd
NC_017592,1476753,1478558,fwd
NC_017592,1478558,1480379,fwd
NC_017592,1480379,1482137,fwd
NC_017592,1482137,1483895,fwd
NC_017592,1483895,1485619,fwd
NC_017592,1485619,1487527,fwd
NC_017592,1487527,1489274,fwd
NC_017592,1489274,1491035,fwd
NC_017592,1491035,1492832,fwd
NC_017592,1492832,1494682,fwd
NC_017592,1494682,1496424,fwd
NC_017592,1496424,1498026,fwd
NC_017592,1498026,1499824,fwd
NC_017592,1499824,1501557,fwd
NC_017592,1501557,1503380,fwd
NC_017592,1503380,1505125,fwd
NC_017592,1505125,1506840,fwd
NC_017592,1506840,1508749,fwd
NC_017592,1508749,1510419,fwd
NC_017592,1510419,1512250,fwd
NC_017592,1512250,1513936,fwd
NC_017592,1513936,1515647,fwd
NC_017592,1515647,1517397,fwd
NC_017592,1517397,1519252,fwd
NC_017592,1519252,1521093,fwd
NC_017592,1521093,1522876,fwd
NC_017592,1522876,1524624,fwd
NC_017592,1524624,1526353,fwd
NC_017592,1526353,1528206,fwd
NC_017592,1528206,1530021,fwd
NC_017592,1530021,1531832,fwd
NC_017592,1531832,1533631,fwd
NC_017592,1533631,1535457,fwd
NC_017592,1535457,1537252,fwd
NC_017592,1537252,1538970,fwd
NC_017592,1538970,1540765,fwd
NC_017592,1540765,1542570,fwd
NC_017592,1542570,1544381,fwd
NC_017592,1544381,1546207,fwd
NC_017592,1546207,1548068,fwd
NC_017592,1548068,1549921,fwd
NC_017592,1549921,1551669,fwd
NC_017592,1551669,1553467,fwd
NC_017592,1553467,1555224,fwd
NC_017592,1555224,1556982,fwd
NC_017592,1556982,1558814,fwd
NC_017592,1558814,1560491,fwd
NC_017592,1564114,1565881,fwd
NC_017592,1565881,1567683,fwd
NC_017592,1567683,1569597,fwd
NC_017592,1569597,1571358,fwd
NC_017592,1571358,1573079,fwd
NC_017592,1573079,1574865,fwd
NC_017592,1574865,1576626,fwd
NC_017592,1576626,1578449,fwd
NC_017592,1578449,1580116,fwd
NC_017592,1580116,1581970,fwd
NC_017592,1581970,1583534,fwd
NC_017592,1583534,1585444,fwd
NC_017592,1585444,1587139,fwd
NC_017592,1587139,1588860,fwd
NC_017592,1588860,1590663,fwd
NC_017592,1590663,1592208,fwd
NC_017592,1592208,1594042,fwd
NC_017592,1594042,1595870,fwd
NC_017592,1595870,1597674,fwd
NC_017592,1597674,1599235,fwd
NC_017592,1599235,1601061,fwd
NC_017592,1601061,1602888,fwd
NC_017592,1602888,1604672,fwd
NC_017592,1604672,1606540,fwd
NC_017592,1606540,1608131,fwd
NC_017592,1608131,1609940,fwd
NC_017592,1609940,1611761,fwd
NC_017592,1611761,1613610,fwd
NC_017592,1613610,1615245,fwd
NC_017592,1615245,1617073,fwd
NC_017592,1617073,1618857,fwd
NC_017592,1618857,1620744,fwd
NC_017592,1620744,1622545,fwd
NC_017592,1622545,1624304,fwd
NC_017592,1624304,1626018,fwd
NC_017592,1626018,1627543,fwd
NC_017592,1627543,1629344,fwd
NC_017592,1629344,1631150,fwd
NC_017592,1631150,1632956,fwd
NC_017592,1632956,1634778,fwd
NC_017592,1634778,1636517,fwd
NC_017592,1636517,1638283,fwd
NC_017592,1638283,1640105,fwd
NC_017592,1640105,1641503,fwd
NC_017592,1641503,1643428,fwd
NC_017592,1643428,1645026,fwd
NC_017592,1645026,1646817,fwd
NC_017592,1646817,1648543,fwd
NC_017592,1648543,1650402,fwd
NC_017592,1650402,1652131,fwd
NC_017592,1652131,1653909,fwd
NC_017592,1653909,1655711,fwd
NC_017592,1655711,1657486,fwd
NC_017592,1657486,1659289,fwd
NC_017592,1659289,1661026,fwd
NC_017592,1661026,1662671,fwd
NC_017592,1662671,1664496,fwd
NC_017592,1664496,1666307,fwd
NC_017592,1666307,1668023,fwd
NC_017592,1668023,1669902,fwd
NC_017592,1669902,1671708,fwd
NC_017592,1671708,1673440,fwd
NC_017592,1677058,1678905,fwd
NC_017592,1678905,1680646,fwd
NC_017592,1680646,1682460,fwd
NC_017592,1682460,1684083,fwd
NC_017592,1684083,1685918,fwd
NC_017592,1685918,1687693,fwd
NC_017592,1687693,1689372,fwd
NC_017592,1689372,1691186,fwd
NC_017592,1691186,1693032,fwd
NC_017592,1693032,1694819,fwd
NC_017592,1694819,1696582,fwd
NC_017592,1699036,1699057,fwd
NC_017592,1702671,1702690,fwd
NC_017592,1704935,1706497,fwd
NC_017592,1706497,1708107,fwd
NC_017592,1708107,1709960,fwd
NC_017592,1709960,1711775,fwd
NC_017592,1711775,1713535,fwd
NC_017592,1713535,1715284,fwd
NC_017592,1715284,1717171,fwd
NC_017592,1717171,1719028,fwd
NC_017592,1719028,1720789,fwd
NC_017592,1720789,1722552,fwd
NC_017592,1722552,1724257,fwd
NC_017592,1724257,1726109,fwd
NC_017592,1726109,1727915,fwd
NC_017592,1727915,1729692,fwd
NC_017592,1729692,1731595,fwd
NC_017592,1731595,1733305,fwd
NC_017592,1733305,1735096,fwd
NC_017592,1735096,1736948,fwd
NC_017592,1736948,1738774,fwd
NC_017592,1738774,1740468,fwd
NC_017592,1740468,1742298,fwd
NC_017592,1742298,1744055,fwd
NC_017592,1744055,1745719,fwd
NC_017592,1745719,1747448,fwd
NC_017592,1747448,1749324,fwd
NC_017592,1749324,1751022,fwd
NC_017592,1751022,1752903,fwd
NC_017592,1752903,1754671,fwd
NC_017592,1754671,1756530,fwd
NC_017592,1756530,1758281,fwd
NC_017592,1758281,1760090,fwd
NC_017592,1760090,1761876,fwd
NC_017592,1761876,1763606,fwd
NC_017592,1763606,1765207,fwd
NC_017592,1765207,1767042,fwd
NC_017592,1767042,1768808,fwd
NC_017592,1768808,1770522,fwd
NC_017592,1770522,1772320,fwd
NC_017592,1772320,1774134,fwd
NC_017592,1774134,1775913,fwd
NC_017592,1775913,1777721,fwd
NC_017592,1777721,1779602,fwd
NC_017592,1779602,1781335,fwd
NC_017592,1781335,1783107,fwd
NC_017592,1786730,1788580,fwd
NC_017592,1788580,1790515,fwd
NC_017592,1790515,1792300,fwd
NC_017592,1792300,1794112,fwd
NC_017592,1794112,1795892,fwd
NC_017592,1795892,1797519,fwd
NC_017592,1797519,1799407,fwd
NC_017592,1799407,1801086,fwd
NC_017592,1804420,1806155,fwd
NC_017592,1806155,1807885,fwd
NC_017592,1807885,1809706,fwd
NC_017592,1809706,1811542,fwd
NC_017592,1811542,1813359,fwd
NC_017592,1813359,1815149,fwd
NC_017592,1815149,1816866,fwd
NC_017592,1816866,1818683,fwd
NC_017592,1818683,1820392,fwd
NC_017592,1820392,1822173,fwd
NC_017592,1822173,1823939,fwd
NC_017592,1823939,1825706,fwd
NC_017592,1825706,1827429,fwd
NC_017592,1827429,1829234,fwd
NC_017592,1829234,1830902,fwd
NC_017592,1830902,1832714,fwd
NC_017592,1832714,1834372,fwd
NC_017592,1834372,1836009,fwd
NC_017592,1836009,1837895,fwd
NC_017592,1837895,1839682,fwd
NC_017592,1839682,1841503,fwd
NC_017592,1841503,1843347,fwd
NC_017592,1843347,1845136,fwd
