"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR144577","ERR161044","ERR181435","ERR212146","ERR234202","H37Rv","NC_019950","SRR1019139","SRR1163294","SRR1172044","SRR1173640","SRR1180462","SRR671749","SRR998654"
"group_4529","","Ribonuclease VapC17","14","14","1","1","2995","","","","401","401","401","ERR144577_02662","ERR161044_02676","ERR181435_02669","ERR212146_02668","ERR234202_02665","H37Rv_02665","NC_019950_02655","SRR1019139_02663","SRR1163294_02668","SRR1172044_02658","SRR1173640_02662","SRR1180462_02666","SRR671749_02659","SRR998654_02662"
"group_4530","","Formylglycine-generating enzyme","14","14","1","1","981","","","","899","899","899","ERR144577_00751","ERR161044_00758","ERR181435_00753","ERR212146_00756","ERR234202_00758","H37Rv_00754","NC_019950_00746","SRR1019139_00757","SRR1163294_00753","SRR1172044_00752","SRR1173640_00754","SRR1180462_00755","SRR671749_00750","SRR998654_00752"
"pafC","","Protein PafC","14","14","1","1","2523","","","","950","950","950","ERR144577_02212","ERR161044_02223","ERR181435_02215","ERR212146_02216","ERR234202_02215","H37Rv_02210","NC_019950_02201","SRR1019139_02212","SRR1163294_02216","SRR1172044_02207","SRR1173640_02214","SRR1180462_02214","SRR671749_02208","SRR998654_02211"
"rsmA","","Anti-sigma-M factor RsmA","14","14","1","1","3401","","","","764","770","764","ERR144577_04107","ERR161044_04126","ERR181435_04122","ERR212146_04115","ERR234202_04116","H37Rv_04117","NC_019950_04093","SRR1019139_04111","SRR1163294_04116","SRR1172044_04109","SRR1173640_04108","SRR1180462_04116","SRR671749_04112","SRR998654_04117"
"group_4533","","hypothetical protein","14","14","1","1","2096","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","200","200","200","ERR144577_01833","ERR161044_01838","ERR181435_01835","ERR212146_01837","ERR234202_01837","H37Rv_01833","NC_019950_01805","SRR1019139_01833","SRR1163294_01833","SRR1172044_01830","SRR1173640_01837","SRR1180462_01835","SRR671749_01829","SRR998654_01832"
"mazF9","","Endoribonuclease MazF9","14","14","1","1","3281","","","","353","353","353","ERR144577_02936","ERR161044_02953","ERR181435_02948","ERR212146_02944","ERR234202_02943","H37Rv_02941","NC_019950_02912","SRR1019139_02940","SRR1163294_02946","SRR1172044_02933","SRR1173640_02936","SRR1180462_02943","SRR671749_02935","SRR998654_02939"
"group_4535","","hypothetical protein","14","14","1","1","2863","","","","755","755","755","ERR144577_02537","ERR161044_02547","ERR181435_02541","ERR212146_02541","ERR234202_02539","H37Rv_02538","NC_019950_02525","SRR1019139_02536","SRR1163294_02539","SRR1172044_02532","SRR1173640_02537","SRR1180462_02539","SRR671749_02533","SRR998654_02536"
"sigH","","ECF RNA polymerase sigma factor SigH","14","14","1","1","4171","","","","767","767","767","ERR144577_03387","ERR161044_03403","ERR181435_03397","ERR212146_03396","ERR234202_03393","H37Rv_03394","NC_019950_03366","SRR1019139_03394","SRR1163294_03400","SRR1172044_03386","SRR1173640_03388","SRR1180462_03397","SRR671749_03387","SRR998654_03391"
"frdD","","Fumarate reductase subunit D","14","14","1","1","1902","","","","377","377","377","ERR144577_01645","ERR161044_01651","ERR181435_01647","ERR212146_01650","ERR234202_01650","H37Rv_01645","NC_019950_01624","SRR1019139_01645","SRR1163294_01643","SRR1172044_01643","SRR1173640_01649","SRR1180462_01648","SRR671749_01642","SRR998654_01645"
"group_4538","","hypothetical protein","14","14","1","1","2592","","","","1034","1034","1034","ERR144577_02282","ERR161044_02291","ERR181435_02284","ERR212146_02287","ERR234202_02285","H37Rv_02280","NC_019950_02267","SRR1019139_02282","SRR1163294_02285","SRR1172044_02277","SRR1173640_02284","SRR1180462_02285","SRR671749_02279","SRR998654_02280"
"rpmG2_1","","50S ribosomal protein L33 2","14","14","1","1","897","","","","167","167","167","ERR144577_00671","ERR161044_00676","ERR181435_00673","ERR212146_00676","ERR234202_00677","H37Rv_00674","NC_019950_00661","SRR1019139_00675","SRR1163294_00672","SRR1172044_00671","SRR1173640_00671","SRR1180462_00674","SRR671749_00670","SRR998654_00670"
"glnD","","Bifunctional uridylyltransferase/uridylyl-removing enzyme","14","14","1","1","4515","","","","1112","2426","2332","ERR144577_03056","ERR161044_03073","ERR181435_03068","ERR212146_03065","ERR234202_03064","H37Rv_03062","NC_019950_03033","SRR1019139_03060","SRR1163294_03066","SRR1172044_03053","SRR1173640_03056","SRR1180462_03063","SRR671749_03055","SRR998654_03061"
"adhB_1","","Alcohol dehydrogenase B","14","14","1","1","379","","","","1118","1118","1118","ERR144577_00179","ERR161044_00177","ERR181435_00179","ERR212146_00180","ERR234202_00179","H37Rv_00177","NC_019950_00180","SRR1019139_00182","SRR1163294_00179","SRR1172044_00176","SRR1173640_00180","SRR1180462_00180","SRR671749_00176","SRR998654_00178"
"group_4541","","Ribonuclease VapC10","14","14","1","1","1726","","","","401","401","401","ERR144577_01478","ERR161044_01486","ERR181435_01480","ERR212146_01484","ERR234202_01486","H37Rv_01479","NC_019950_01457","SRR1019139_01482","SRR1163294_01477","SRR1172044_01478","SRR1173640_01481","SRR1180462_01481","SRR671749_01476","SRR998654_01479"
"fcl_2","","GDP-L-fucose synthase","14","14","1","1","3886","","","","1094","1094","1094","ERR144577_03644","ERR161044_03661","ERR181435_03654","ERR212146_03653","ERR234202_03648","H37Rv_03653","NC_019950_03633","SRR1019139_03650","SRR1163294_03655","SRR1172044_03645","SRR1173640_03645","SRR1180462_03652","SRR671749_03645","SRR998654_03650"
"pspA_2","","Phosphoserine phosphatase 1","14","14","1","1","3491","","","","698","698","698","ERR144577_04025","ERR161044_04044","ERR181435_04038","ERR212146_04035","ERR234202_04032","H37Rv_04035","NC_019950_04010","SRR1019139_04030","SRR1163294_04035","SRR1172044_04027","SRR1173640_04026","SRR1180462_04034","SRR671749_04029","SRR998654_04035"
"dap_1","","D-aminopeptidase","14","14","1","1","640","","","","1229","1229","1229","ERR144577_00420","ERR161044_00422","ERR181435_00421","ERR212146_00425","ERR234202_00426","H37Rv_00422","NC_019950_00416","SRR1019139_00424","SRR1163294_00421","SRR1172044_00419","SRR1173640_00421","SRR1180462_00423","SRR671749_00418","SRR998654_00419"
"group_4545","","hypothetical protein","14","14","1","1","423","","","","503","503","503","ERR144577_00221","ERR161044_00219","ERR181435_00221","ERR212146_00223","ERR234202_00220","H37Rv_00219","NC_019950_00221","SRR1019139_00222","SRR1163294_00220","SRR1172044_00218","SRR1173640_00222","SRR1180462_00222","SRR671749_00218","SRR998654_00219"
"group_4546","","hypothetical protein","14","14","1","1","839","","","","674","686","685","ERR144577_00614","ERR161044_00619","ERR181435_00616","ERR212146_00619","ERR234202_00621","H37Rv_00616","NC_019950_00611","SRR1019139_00619","SRR1163294_00616","SRR1172044_00613","SRR1173640_00614","SRR1180462_00618","SRR671749_00612","SRR998654_00613"
"sigG","","ECF RNA polymerase sigma factor SigG","14","14","1","1","400","","","","998","998","998","ERR144577_00199","ERR161044_00197","ERR181435_00199","ERR212146_00200","ERR234202_00199","H37Rv_00197","NC_019950_00200","SRR1019139_00202","SRR1163294_00199","SRR1172044_00196","SRR1173640_00200","SRR1180462_00200","SRR671749_00196","SRR998654_00198"
"group_4548","","hypothetical protein","14","14","1","1","4615","","","","884","884","884","ERR144577_02961","ERR161044_02978","ERR181435_02973","ERR212146_02970","ERR234202_02968","H37Rv_02967","NC_019950_01093","SRR1019139_02965","SRR1163294_02971","SRR1172044_02958","SRR1173640_02961","SRR1180462_02968","SRR671749_02960","SRR998654_02964"
"group_4549","","hypothetical protein","14","14","1","1","2982","","","","1229","1247","1230","ERR144577_02650","ERR161044_02663","ERR181435_02656","ERR212146_02655","ERR234202_02652","H37Rv_02652","NC_019950_02643","SRR1019139_02650","SRR1163294_02654","SRR1172044_02645","SRR1173640_02650","SRR1180462_02653","SRR671749_02646","SRR998654_02649"
"group_4550","","putative membrane protein","14","14","1","1","3867","","","","491","491","491","ERR144577_03662","ERR161044_03679","ERR181435_03672","ERR212146_03671","ERR234202_03666","H37Rv_03671","NC_019950_03649","SRR1019139_03668","SRR1163294_03673","SRR1172044_03663","SRR1173640_03663","SRR1180462_03670","SRR671749_03663","SRR998654_03669"
"group_4551","","Long-chain-fatty-acid--CoA ligase FadD13","14","14","1","1","383","","","","1664","1664","1664","ERR144577_00183","ERR161044_00181","ERR181435_00183","ERR212146_00184","ERR234202_00183","H37Rv_00181","NC_019950_00184","SRR1019139_00186","SRR1163294_00183","SRR1172044_00180","SRR1173640_00184","SRR1180462_00184","SRR671749_00180","SRR998654_00182"
"hemL","","Glutamate-1-semialdehyde 2,1-aminomutase","14","14","1","1","775","","","","1388","1388","1388","ERR144577_00551","ERR161044_00556","ERR181435_00552","ERR212146_00556","ERR234202_00557","H37Rv_00553","NC_019950_00548","SRR1019139_00556","SRR1163294_00553","SRR1172044_00550","SRR1173640_00552","SRR1180462_00555","SRR671749_00549","SRR998654_00550"
"group_4553","","hypothetical protein","14","14","1","1","605","","","","389","389","389","ERR144577_00388","ERR161044_00389","ERR181435_00389","ERR212146_00393","ERR234202_00391","H37Rv_00389","NC_019950_00386","SRR1019139_00391","SRR1163294_00389","SRR1172044_00387","SRR1173640_00389","SRR1180462_00390","SRR671749_00386","SRR998654_00386"
"group_4554","","putative protein","14","14","1","1","300","","","","761","770","768","ERR144577_00101","ERR161044_00100","ERR181435_00103","ERR212146_00103","ERR234202_00102","H37Rv_00101","NC_019950_00107","SRR1019139_00104","SRR1163294_00102","SRR1172044_00101","SRR1173640_00102","SRR1180462_00102","SRR671749_00100","SRR998654_00101"
"group_4555","","hypothetical protein","14","14","1","1","2595","","","","1571","1598","1590","ERR144577_02285","ERR161044_02294","ERR181435_02287","ERR212146_02290","ERR234202_02288","H37Rv_02283","NC_019950_02270","SRR1019139_02285","SRR1163294_02288","SRR1172044_02280","SRR1173640_02287","SRR1180462_02288","SRR671749_02282","SRR998654_02283"
"group_4556","","hypothetical protein","14","14","1","1","1800","","","","1103","1121","1112","ERR144577_01552","ERR161044_01560","ERR181435_01554","ERR212146_01558","ERR234202_01560","H37Rv_01553","NC_019950_01532","SRR1019139_01555","SRR1163294_01551","SRR1172044_01551","SRR1173640_01555","SRR1180462_01557","SRR671749_01550","SRR998654_01553"
"furA","","Transcriptional regulator FurA","14","14","1","1","2298","","","","443","452","451","ERR144577_02012","ERR161044_02024","ERR181435_02018","ERR212146_02019","ERR234202_02016","H37Rv_02012","NC_019950_01989","SRR1019139_02013","SRR1163294_02015","SRR1172044_02009","SRR1173640_02016","SRR1180462_02014","SRR671749_02009","SRR998654_02012"
"group_4558","","hypothetical protein","14","14","1","1","2758","","","","152","152","152","ERR144577_02440","ERR161044_02449","ERR181435_02441","ERR212146_02443","ERR234202_02442","H37Rv_02440","NC_019950_02428","SRR1019139_02438","SRR1163294_02441","SRR1172044_02435","SRR1173640_02440","SRR1180462_02441","SRR671749_02436","SRR998654_02438"
"group_4559","","hypothetical protein","14","14","1","1","718","","","","1349","1370","1353","ERR144577_00496","ERR161044_00500","ERR181435_00497","ERR212146_00501","ERR234202_00503","H37Rv_00498","NC_019950_00492","SRR1019139_00501","SRR1163294_00498","SRR1172044_00495","SRR1173640_00497","SRR1180462_00500","SRR671749_00494","SRR998654_00495"
"group_4560","","hypothetical protein","14","14","1","1","4116","","","","2267","2270","2269","ERR144577_03438","ERR161044_03454","ERR181435_03448","ERR212146_03449","ERR234202_03444","H37Rv_03446","NC_019950_03425","SRR1019139_03446","SRR1163294_03452","SRR1172044_03438","SRR1173640_03439","SRR1180462_03449","SRR671749_03439","SRR998654_03443"
"group_4561","","hypothetical protein","14","14","1","1","1253","","","","347","347","347","ERR144577_01014","ERR161044_01024","ERR181435_01017","ERR212146_01019","ERR234202_01023","H37Rv_01016","NC_019950_00999","SRR1019139_01019","SRR1163294_01015","SRR1172044_01015","SRR1173640_01018","SRR1180462_01020","SRR671749_01013","SRR998654_01014"
"cobQ","","Cobyric acid synthase","14","14","1","1","483","","","","1484","1484","1484","ERR144577_00277","ERR161044_00276","ERR181435_00277","ERR212146_00280","ERR234202_00277","H37Rv_00275","NC_019950_00277","SRR1019139_00279","SRR1163294_00277","SRR1172044_00274","SRR1173640_00278","SRR1180462_00279","SRR671749_00274","SRR998654_00275"
"group_4563","","hypothetical protein","14","14","1","1","3042","","","","389","389","389","ERR144577_02705","ERR161044_02721","ERR181435_02715","ERR212146_02712","ERR234202_02709","H37Rv_02710","NC_019950_02698","SRR1019139_02707","SRR1163294_02712","SRR1172044_02702","SRR1173640_02705","SRR1180462_02710","SRR671749_02703","SRR998654_02707"
"group_4564","","hypothetical protein","14","14","1","1","3820","","","","197","197","197","ERR144577_03707","ERR161044_03724","ERR181435_03717","ERR212146_03715","ERR234202_03712","H37Rv_03715","NC_019950_03693","SRR1019139_03712","SRR1163294_03717","SRR1172044_03707","SRR1173640_03708","SRR1180462_03715","SRR671749_03708","SRR998654_03715"
"cinA","","CinA-like protein","14","14","1","1","2290","","","","1292","1292","1292","ERR144577_02004","ERR161044_02016","ERR181435_02010","ERR212146_02011","ERR234202_02008","H37Rv_02004","NC_019950_01981","SRR1019139_02005","SRR1163294_02007","SRR1172044_02001","SRR1173640_02008","SRR1180462_02006","SRR671749_02001","SRR998654_02004"
"polA","","DNA polymerase I","14","14","1","1","1979","","","","2663","2711","2680","ERR144577_01719","ERR161044_01724","ERR181435_01721","ERR212146_01724","ERR234202_01724","H37Rv_01719","NC_019950_01691","SRR1019139_01719","SRR1163294_01717","SRR1172044_01717","SRR1173640_01723","SRR1180462_01722","SRR671749_01716","SRR998654_01719"
"argG","","Argininosuccinate synthase","14","14","1","1","2009","","","","1196","1196","1196","ERR144577_01750","ERR161044_01755","ERR181435_01752","ERR212146_01755","ERR234202_01755","H37Rv_01750","NC_019950_01722","SRR1019139_01750","SRR1163294_01750","SRR1172044_01748","SRR1173640_01754","SRR1180462_01752","SRR671749_01747","SRR998654_01750"
"rskA","","Anti-sigma-K factor RskA","14","14","1","1","687","","","","698","698","698","ERR144577_00465","ERR161044_00469","ERR181435_00466","ERR212146_00471","ERR234202_00472","H37Rv_00467","NC_019950_00461","SRR1019139_00469","SRR1163294_00466","SRR1172044_00464","SRR1173640_00466","SRR1180462_00468","SRR671749_00463","SRR998654_00464"
"recX","","Regulatory protein RecX","14","14","1","1","3210","","","","536","536","536","ERR144577_02872","ERR161044_02888","ERR181435_02884","ERR212146_02880","ERR234202_02877","H37Rv_02877","NC_019950_02848","SRR1019139_02874","SRR1163294_02880","SRR1172044_02869","SRR1173640_02872","SRR1180462_02877","SRR671749_02871","SRR998654_02874"
"group_457","","4-hydroxyphenylalkanoate adenylyltransferase","14","14","1","1","4481","","","","1175","1859","1810","ERR144577_03089","ERR161044_03104","ERR181435_03100","ERR212146_03097","ERR234202_03096","H37Rv_03095","NC_019950_03063","SRR1019139_03093","SRR1163294_03099","SRR1172044_03086","SRR1173640_03090","SRR1180462_03096","SRR671749_03088","SRR998654_03093"
"dxs_1","","1-deoxy-D-xylulose-5-phosphate synthase","14","14","1","1","3157","","","","1916","1955","1918","ERR144577_02820","ERR161044_02836","ERR181435_02831","ERR212146_02828","ERR234202_02825","H37Rv_02825","NC_019950_02796","SRR1019139_02823","SRR1163294_02828","SRR1172044_02817","SRR1173640_02820","SRR1180462_02825","SRR671749_02819","SRR998654_02822"
"rpsZ","","30S ribosomal protein S14 type Z","14","14","1","1","987","","","","182","185","184","ERR144577_00756","ERR161044_00763","ERR181435_00758","ERR212146_00761","ERR234202_00763","H37Rv_00759","NC_019950_00751","SRR1019139_00762","SRR1163294_00758","SRR1172044_00757","SRR1173640_00760","SRR1180462_00760","SRR671749_00755","SRR998654_00757"
"group_4572","","hypothetical protein","14","14","1","1","3475","","","","179","179","179","ERR144577_04037","ERR161044_04056","ERR181435_04050","ERR212146_04047","ERR234202_04044","H37Rv_04047","NC_019950_04023","SRR1019139_04042","SRR1163294_04047","SRR1172044_04039","SRR1173640_04038","SRR1180462_04046","SRR671749_04041","SRR998654_04047"
"group_4573","","hypothetical protein","14","14","1","1","3665","","","","161","161","161","ERR144577_03854","ERR161044_03871","ERR181435_03865","ERR212146_03864","ERR234202_03860","H37Rv_03862","NC_019950_03839","SRR1019139_03860","SRR1163294_03865","SRR1172044_03854","SRR1173640_03855","SRR1180462_03863","SRR671749_03855","SRR998654_03863"
"mddA","","Methanethiol S-methyltransferase","14","14","1","1","4153","","","","734","734","734","ERR144577_03402","ERR161044_03418","ERR181435_03412","ERR212146_03411","ERR234202_03408","H37Rv_03410","NC_019950_03381","SRR1019139_03410","SRR1163294_03416","SRR1172044_03402","SRR1173640_03403","SRR1180462_03413","SRR671749_03403","SRR998654_03407"
"group_4575","","hypothetical protein","14","14","1","1","227","","","","317","317","317","ERR144577_00033","ERR161044_00033","ERR181435_00033","ERR212146_00035","ERR234202_00034","H37Rv_00034","NC_019950_00035","SRR1019139_00034","SRR1163294_00033","SRR1172044_00034","SRR1173640_00034","SRR1180462_00033","SRR671749_00033","SRR998654_00034"
"rpiB","","Ribose-5-phosphate isomerase B","14","14","1","1","2925","","","","488","491","488","ERR144577_02599","ERR161044_02609","ERR181435_02603","ERR212146_02603","ERR234202_02601","H37Rv_02601","NC_019950_02591","SRR1019139_02598","SRR1163294_02602","SRR1172044_02594","SRR1173640_02599","SRR1180462_02601","SRR671749_02595","SRR998654_02598"
"higA2_1","","Putative antitoxin HigA2","14","14","1","1","2430","","","","305","305","305","ERR144577_02137","ERR161044_02148","ERR181435_02143","ERR212146_02144","ERR234202_02140","H37Rv_02136","NC_019950_02114","SRR1019139_02137","SRR1163294_02141","SRR1172044_02133","SRR1173640_02140","SRR1180462_02139","SRR671749_02134","SRR998654_02136"
"group_4578","","hypothetical protein","14","14","1","1","3923","","","","161","164","163","ERR144577_03608","ERR161044_03625","ERR181435_03618","ERR212146_03617","ERR234202_03612","H37Rv_03616","NC_019950_03597","SRR1019139_03614","SRR1163294_03619","SRR1172044_03608","SRR1173640_03609","SRR1180462_03616","SRR671749_03608","SRR998654_03614"
"pstA1","","Phosphate transport system permease protein PstA 1","14","14","1","1","1219","","","","914","914","914","ERR144577_00984","ERR161044_00993","ERR181435_00987","ERR212146_00989","ERR234202_00993","H37Rv_00986","NC_019950_00965","SRR1019139_00989","SRR1163294_00985","SRR1172044_00985","SRR1173640_00988","SRR1180462_00989","SRR671749_00983","SRR998654_00984"
"group_4580","","hypothetical protein","14","14","1","1","3142","","","","758","758","758","ERR144577_02805","ERR161044_02821","ERR181435_02816","ERR212146_02813","ERR234202_02810","H37Rv_02810","NC_019950_02781","SRR1019139_02808","SRR1163294_02813","SRR1172044_02802","SRR1173640_02805","SRR1180462_02810","SRR671749_02804","SRR998654_02807"
"group_4581","","hypothetical protein","14","14","1","1","268","","","","2900","2939","2936","ERR144577_00072","ERR161044_00071","ERR181435_00073","ERR212146_00074","ERR234202_00073","H37Rv_00072","NC_019950_00076","SRR1019139_00074","SRR1163294_00072","SRR1172044_00072","SRR1173640_00073","SRR1180462_00072","SRR671749_00071","SRR998654_00072"
"mftR","","Putative mycofactocin biosynthesis transcriptional regulator MftR","14","14","1","1","959","","","","596","596","596","ERR144577_00730","ERR161044_00736","ERR181435_00732","ERR212146_00735","ERR234202_00736","H37Rv_00733","NC_019950_00720","SRR1019139_00735","SRR1163294_00731","SRR1172044_00731","SRR1173640_00732","SRR1180462_00733","SRR671749_00729","SRR998654_00730"
"lppP","","Putative lipoprotein LppP","14","14","1","1","2780","","","","518","527","525","ERR144577_02461","ERR161044_02470","ERR181435_02462","ERR212146_02464","ERR234202_02463","H37Rv_02461","NC_019950_02449","SRR1019139_02460","SRR1163294_02463","SRR1172044_02456","SRR1173640_02461","SRR1180462_02463","SRR671749_02457","SRR998654_02459"
"group_4584","","putative protein","14","14","1","1","1664","","","","758","770","764","ERR144577_01418","ERR161044_01425","ERR181435_01419","ERR212146_01423","ERR234202_01425","H37Rv_01418","NC_019950_01398","SRR1019139_01421","SRR1163294_01416","SRR1172044_01416","SRR1173640_01420","SRR1180462_01421","SRR671749_01415","SRR998654_01417"
"group_4585","","hypothetical protein","14","14","1","1","369","","","","830","830","830","ERR144577_00169","ERR161044_00167","ERR181435_00169","ERR212146_00170","ERR234202_00169","H37Rv_00167","NC_019950_00170","SRR1019139_00172","SRR1163294_00169","SRR1172044_00166","SRR1173640_00170","SRR1180462_00170","SRR671749_00166","SRR998654_00168"
"group_4586","","hypothetical protein","14","14","1","1","855","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","173","173","173","ERR144577_00629","ERR161044_00634","ERR181435_00631","ERR212146_00634","ERR234202_00636","H37Rv_00632","NC_019950_00626","SRR1019139_00634","SRR1163294_00631","SRR1172044_00629","SRR1173640_00629","SRR1180462_00633","SRR671749_00628","SRR998654_00629"
"group_4587","","hypothetical protein","14","14","1","1","2528","","","","3029","3077","3042","ERR144577_02217","ERR161044_02228","ERR181435_02220","ERR212146_02221","ERR234202_02220","H37Rv_02216","NC_019950_02206","SRR1019139_02217","SRR1163294_02221","SRR1172044_02213","SRR1173640_02219","SRR1180462_02219","SRR671749_02213","SRR998654_02216"
"group_4588","","hypothetical protein","14","14","1","1","267","","","","155","155","155","ERR144577_00071","ERR161044_00070","ERR181435_00072","ERR212146_00073","ERR234202_00072","H37Rv_00071","NC_019950_00075","SRR1019139_00073","SRR1163294_00071","SRR1172044_00071","SRR1173640_00072","SRR1180462_00071","SRR671749_00070","SRR998654_00071"
"group_4589","","hypothetical protein","14","14","1","1","1823","","","","356","356","356","ERR144577_01574","ERR161044_01582","ERR181435_01577","ERR212146_01580","ERR234202_01582","H37Rv_01575","NC_019950_01554","SRR1019139_01577","SRR1163294_01573","SRR1172044_01573","SRR1173640_01577","SRR1180462_01579","SRR671749_01572","SRR998654_01575"
"group_459","","Putative permease","14","14","1","1","4465","","","","608","1220","1176","ERR144577_03101","ERR161044_03116","ERR181435_03112","ERR212146_03110","ERR234202_03108","H37Rv_03107","NC_019950_03078","SRR1019139_03105","SRR1163294_03111","SRR1172044_03099","SRR1173640_03102","SRR1180462_03109","SRR671749_03100","SRR998654_03105"
"eccC","","ESX secretion system protein EccC","14","14","1","1","3905","","","","3710","3710","3710","ERR144577_03626","ERR161044_03643","ERR181435_03636","ERR212146_03635","ERR234202_03630","H37Rv_03634","NC_019950_03615","SRR1019139_03632","SRR1163294_03637","SRR1172044_03626","SRR1173640_03627","SRR1180462_03634","SRR671749_03626","SRR998654_03632"
"group_4591","","hypothetical protein","14","14","1","1","832","","","","1301","1304","1303","ERR144577_00607","ERR161044_00612","ERR181435_00609","ERR212146_00612","ERR234202_00614","H37Rv_00609","NC_019950_00605","SRR1019139_00612","SRR1163294_00609","SRR1172044_00606","SRR1173640_00607","SRR1180462_00611","SRR671749_00605","SRR998654_00606"
"group_4592","","hypothetical protein","14","14","1","1","1536","","","","674","674","674","ERR144577_01288","ERR161044_01295","ERR181435_01290","ERR212146_01292","ERR234202_01296","H37Rv_01289","NC_019950_01266","SRR1019139_01292","SRR1163294_01287","SRR1172044_01287","SRR1173640_01291","SRR1180462_01292","SRR671749_01286","SRR998654_01286"
"caiA_1","","Crotonobetainyl-CoA reductase","14","14","1","1","370","","","","1211","1211","1211","ERR144577_00170","ERR161044_00168","ERR181435_00170","ERR212146_00171","ERR234202_00170","H37Rv_00168","NC_019950_00171","SRR1019139_00173","SRR1163294_00170","SRR1172044_00167","SRR1173640_00171","SRR1180462_00171","SRR671749_00167","SRR998654_00169"
"group_4594","","Putative quercetin 2,3-dioxygenase","14","14","1","1","399","","","","734","734","734","ERR144577_00198","ERR161044_00196","ERR181435_00198","ERR212146_00199","ERR234202_00198","H37Rv_00196","NC_019950_00199","SRR1019139_00201","SRR1163294_00198","SRR1172044_00195","SRR1173640_00199","SRR1180462_00199","SRR671749_00195","SRR998654_00197"
"bioF1","","8-amino-7-oxononanoate synthase 1","14","14","1","1","1920","","","","1160","1160","1160","ERR144577_01659","ERR161044_01665","ERR181435_01661","ERR212146_01664","ERR234202_01664","H37Rv_01659","NC_019950_01644","SRR1019139_01659","SRR1163294_01657","SRR1172044_01657","SRR1173640_01663","SRR1180462_01662","SRR671749_01656","SRR998654_01659"
"group_4596","","hypothetical protein","14","14","1","1","1725","","","","1721","1748","1730","ERR144577_01477","ERR161044_01485","ERR181435_01479","ERR212146_01483","ERR234202_01485","H37Rv_01478","NC_019950_01456","SRR1019139_01481","SRR1163294_01476","SRR1172044_01477","SRR1173640_01480","SRR1180462_01480","SRR671749_01475","SRR998654_01478"
"lprE","","Putative lipoprotein LprE","14","14","1","1","1572","","","","608","608","608","ERR144577_01324","ERR161044_01331","ERR181435_01326","ERR212146_01330","ERR234202_01332","H37Rv_01325","NC_019950_01302","SRR1019139_01328","SRR1163294_01323","SRR1172044_01323","SRR1173640_01327","SRR1180462_01328","SRR671749_01322","SRR998654_01323"
"group_4598","","hypothetical protein","14","14","1","1","4314","","","","200","200","200","ERR144577_03246","ERR161044_03262","ERR181435_03258","ERR212146_03255","ERR234202_03253","H37Rv_03253","NC_019950_03241","SRR1019139_03252","SRR1163294_03258","SRR1172044_03245","SRR1173640_03247","SRR1180462_03256","SRR671749_03246","SRR998654_03250"
"rpmD","","50S ribosomal protein L30","14","14","1","1","992","","","","197","197","197","ERR144577_00761","ERR161044_00768","ERR181435_00763","ERR212146_00766","ERR234202_00768","H37Rv_00764","NC_019950_00756","SRR1019139_00767","SRR1163294_00763","SRR1172044_00762","SRR1173640_00765","SRR1180462_00765","SRR671749_00760","SRR998654_00762"
"group_4600","","23S rRNA-specific endonuclease VapC20","14","14","1","1","3019","","","","395","395","395","ERR144577_02684","ERR161044_02700","ERR181435_02692","ERR212146_02691","ERR234202_02688","H37Rv_02688","NC_019950_02678","SRR1019139_02686","SRR1163294_02691","SRR1172044_02681","SRR1173640_02684","SRR1180462_02689","SRR671749_02682","SRR998654_02685"
"group_4601","","hypothetical protein","14","14","1","1","1229","","","","1934","1934","1934","ERR144577_00993","ERR161044_01003","ERR181435_00996","ERR212146_00998","ERR234202_01002","H37Rv_00995","NC_019950_00974","SRR1019139_00998","SRR1163294_00994","SRR1172044_00994","SRR1173640_00997","SRR1180462_00999","SRR671749_00992","SRR998654_00993"
"rocD2","","Ornithine aminotransferase 2","14","14","1","1","2772","","","","662","665","664","ERR144577_02453","ERR161044_02462","ERR181435_02454","ERR212146_02456","ERR234202_02455","H37Rv_02453","NC_019950_02441","SRR1019139_02452","SRR1163294_02455","SRR1172044_02448","SRR1173640_02453","SRR1180462_02455","SRR671749_02449","SRR998654_02451"
"group_4603","","putative membrane protein","14","14","1","1","2093","","","","596","596","596","ERR144577_01830","ERR161044_01835","ERR181435_01832","ERR212146_01834","ERR234202_01834","H37Rv_01830","NC_019950_01802","SRR1019139_01830","SRR1163294_01830","SRR1172044_01827","SRR1173640_01834","SRR1180462_01832","SRR671749_01826","SRR998654_01829"
"caiD_5","","Carnitinyl-CoA dehydratase","14","14","1","1","1446","","","","335","341","340","ERR144577_01204","ERR161044_01211","ERR181435_01206","ERR212146_01208","ERR234202_01212","H37Rv_01203","NC_019950_01181","SRR1019139_01207","SRR1163294_01203","SRR1172044_01202","SRR1173640_01207","SRR1180462_01208","SRR671749_01200","SRR998654_01202"
