sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
Yale-SP00057,712122,Actinomyces,Actinomyces sp. oral taxon 414,,26,5.1106,,20,3.9312,
Yale-SP00057,257758,Streptococcus,Streptococcus pseudopneumoniae,,0,0,,24,4.7175,
Yale-SP00057,1313,Streptococcus,Streptococcus pneumoniae,,4311254,847428,,4174638,820575,
Yale-SP00057,4932,Saccharomyces,Saccharomyces cerevisiae,,34,6.6831,,6,1.1794,
Yale-SP00057,1282,Staphylococcus,Staphylococcus epidermidis,,4,0.7862,,2,0.3931,
Yale-SP00057,1307,Streptococcus,Streptococcus suis,,9,1.7691,,123915,24357,
Yale-SP00057,28037,Streptococcus,Streptococcus mitis,,85,16.7078,,4307,846.592,
Yale-SP00057,77133,,uncultured bacterium,,8,1.5725,,0,0,
Yale-SP00057,76775,Malassezia,Malassezia restricta,,2,0.3931,,2,0.3931,
Yale-SP00057,729,Haemophilus,Haemophilus parainfluenzae,,14,2.7519,,14,2.7519,
Yale-SP00057,287,Pseudomonas,Pseudomonas aeruginosa,,10,1.9656,,940,184.768,
Yale-SP00057,1303,Streptococcus,Streptococcus oralis,,5,0.9828,,25,4.9141,
Yale-SP00057,1343,Streptococcus,Streptococcus vestibularis,,0,0,,1,0.1966,
Yale-SP00057,1318,Streptococcus,Streptococcus parasanguinis,,0,0,,4,0.7862,
Yale-SP00057,38284,Corynebacterium,Corynebacterium accolens,,2,0.3931,,0,0,
Yale-SP00057,2839983,Cupriavidus,Cupriavidus sp. EM10,,12,2.3587,,3,0.5897,
Yale-SP00057,1305,Streptococcus,Streptococcus sanguinis,,0,0,,2,0.3931,
Yale-SP00057,1308,Streptococcus,Streptococcus thermophilus,,8,1.5725,,8,1.5725,
Yale-SP00057,712624,Streptococcus,Streptococcus sp. oral taxon 064,,0,0,,1,0.1966,
Yale-SP00057,4565,Triticum,Triticum aestivum,,8,1.5725,,0,0,
Yale-SP00057,1979527,Corynebacterium,Corynebacterium kefirresidentii,,20,3.9312,,0,0,
Yale-SP00057,2832643,,Caudoviricetes sp.,,3,0.5897,,35,6.8797,
Yale-SP00057,1747,Cutibacterium,Cutibacterium acnes,,88,17.2974,,65,12.7765,
Yale-SP00057,38304,Corynebacterium,Corynebacterium tuberculostearicum,,14,2.7519,,6,1.1794,
Yale-CS00166,155900,,uncultured organism,,1379,410.628,,0,0,
Yale-CS00166,712633,Streptococcus,Streptococcus sp. oral taxon 431,,135528,40356.5,,1676,499.066,
Yale-CS00166,15368,Brachypodium,Brachypodium distachyon,,0,0,,3,0.8933,
Yale-CS00166,28132,Prevotella,Prevotella melaninogenica,,962,286.457,,229,68.1898,
Yale-CS00166,287,Pseudomonas,Pseudomonas aeruginosa,,1,0.2978,,137,40.7948,
Yale-CS00166,4522,Lolium,Lolium perenne,,0,0,,1,0.2978,
Yale-CS00166,87883,Burkholderia,Burkholderia multivorans,,0,0,,15475,4608.02,
Yale-CS00166,273384,Brevibacterium,Brevibacterium aurantiacum,,2,0.5955,,0,0,
Yale-CS00166,113107,Streptococcus,Streptococcus australis,,11102,3305.87,,11609,3456.84,
Yale-CS00166,712122,Actinomyces,Actinomyces sp. oral taxon 414,,36,10.7198,,4,1.1911,
Yale-CS00166,2047,Rothia,Rothia dentocariosa,,16363,4872.44,,13744,4092.58,
Yale-CS00166,4565,Triticum,Triticum aestivum,,76,22.6307,,6,1.7866,
Yale-CS00166,1759399,Streptococcus,Streptococcus sp. A12,,5236,1559.13,,35,10.422,
Yale-CS00166,2598453,Streptococcus,Streptococcus sp. 116-D4,,37643,11209,,7478,2226.74,
Yale-CS00166,28131,Prevotella,Prevotella intermedia,,14,4.1688,,6,1.7866,
Yale-CS00166,102684,Streptococcus,Streptococcus infantarius,,352,104.816,,3513,1046.07,
Yale-CS00166,1433513,Streptococcus,Streptococcus gwangjuense,,95843,28539.4,,5782,1721.72,
Yale-CS00166,2598457,Streptococcus,Streptococcus sp. KS 6,,518,154.246,,0,0,
Yale-CS00166,1305,Streptococcus,Streptococcus sanguinis,,5693,1695.22,,2395,713.164,
Yale-CS00166,1747,Cutibacterium,Cutibacterium acnes,,30,8.9332,,258,76.8252,
Yale-CS00166,712624,Streptococcus,Streptococcus sp. oral taxon 064,,28571,8507.65,,47,13.9953,
Yale-CS00166,2382163,Streptococcus,Streptococcus koreensis,,5258,1565.69,,54,16.0797,
Yale-CS00166,43675,Rothia,Rothia mucilaginosa,,42495,12653.8,,32701,9737.45,
Yale-CS00166,85698,Achromobacter,Achromobacter xylosoxidans,,4,1.1911,,2,0.5955,
Yale-CS00166,2576376,Streptococcus,Streptococcus sp. 1643,,13858,4126.53,,579,172.41,
Yale-CS00166,1355,Enterococcus,Enterococcus columbae,,3,0.8933,,1,0.2978,
Yale-CS00166,486,Neisseria,Neisseria lactamica,,0,0,,5,1.4889,
Yale-CS00166,39777,Veillonella,Veillonella atypica,,324,96.4782,,211,62.8299,
Yale-CS00166,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,3699,1101.46,,111,33.0527,
Yale-CS00166,1283,Staphylococcus,Staphylococcus haemolyticus,,0,0,,1,0.2978,
Yale-CS00166,748215,Sesia,Sesia apiformis,,1,0.2978,,0,0,
Yale-CS00166,712623,Streptococcus,Streptococcus sp. oral taxon 061,,154218,45921.8,,26,7.7421,
Yale-CS00166,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,3,0.8933,
Yale-CS00166,488,Neisseria,Neisseria mucosa,,96,28.5861,,16,4.7644,
Yale-CS00166,44008,Enterococcus,Enterococcus cecorum,,48,14.2931,,7,2.0844,
Yale-CS00166,1419814,Streptococcus,Streptococcus sp. VT 162,,5269,1568.96,,240,71.4653,
Yale-CS00166,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,738,219.756,,0,0,
Yale-CS00166,78535,Streptococcus,Streptococcus viridans,,216,64.3188,,3,0.8933,
Yale-CS00166,470565,Prevotella,Prevotella histicola,,650,193.552,,520,154.841,
Yale-CS00166,1156431,Streptococcus,Streptococcus ilei,,7468,2223.76,,706,210.227,
Yale-CS00166,1318,Streptococcus,Streptococcus parasanguinis,,41932,12486.2,,57401,17092.4,
Yale-CS00166,1517551,Sphingomonas,Sphingomonas sp. HMP6,,2,0.5955,,0,0,
Yale-CS00166,1313,Streptococcus,Streptococcus pneumoniae,,371954,110758,,784880,233715,
Yale-CS00166,28037,Streptococcus,Streptococcus mitis,,1262358,375895,,465355,138570,
Yale-CS00166,28449,Neisseria,Neisseria subflava,,362,107.794,,240,71.4653,
Yale-CS00166,2832643,,Caudoviricetes sp.,,1308,389.486,,13268,3950.84,
Yale-CS00166,729,Haemophilus,Haemophilus parainfluenzae,,52,15.4841,,14,4.1688,
Yale-CS00166,4513,Hordeum,Hordeum vulgare,,0,0,,6,1.7866,
Yale-CS00166,1177574,Prevotella,Prevotella jejuni,,885,263.528,,352,104.816,
Yale-CS00166,1902136,Streptococcus,Streptococcus sp. NPS 308,,6757,2012.05,,84,25.0129,
Yale-CS00166,1304,Streptococcus,Streptococcus salivarius,,65175,19407.3,,31484,9375.06,
Yale-CS00166,1308,Streptococcus,Streptococcus thermophilus,,6834,2034.97,,11710,3486.91,
Yale-CS00166,257758,Streptococcus,Streptococcus pseudopneumoniae,,117059,34856.9,,127912,38088.6,
Yale-CS00166,1343,Streptococcus,Streptococcus vestibularis,,4546,1353.67,,240,71.4653,
Yale-CS00166,77133,,uncultured bacterium,,55650,16571,,2413,718.524,
Yale-CS00166,2610896,Streptococcus,Streptococcus sp. LPB0220,,66004,19654.2,,27,8.0399,
Yale-CS00166,2682456,Veillonella,Veillonella nakazawae,,144,42.8792,,22,6.551,
Yale-CS00166,1282,Staphylococcus,Staphylococcus epidermidis,,0,0,,57,16.973,
Yale-CS00166,1303,Streptococcus,Streptococcus oralis,,207650,61832.4,,143204,42642.2,
Yale-CS00166,32002,Achromobacter,Achromobacter denitrificans,,2,0.5955,,0,0,
Yale-CS00166,2819619,Streptococcus,Streptococcus toyakuensis,,9065,2699.3,,364,108.389,
Yale-CS00166,1307,Streptococcus,Streptococcus suis,,1803,536.883,,11975,3565.82,
Yale-CS00166,1660,Schaalia,Schaalia odontolytica,,39622,11798.3,,2355,701.253,
Yale-CS00166,46124,Granulicatella,Granulicatella adiacens,,23335,6948.51,,20,5.9554,
Yale-CS00175,1433513,Streptococcus,Streptococcus gwangjuense,,1565,340.484,,2296,499.522,
Yale-CS00175,1419814,Streptococcus,Streptococcus sp. VT 162,,1183,257.375,,33,7.1795,
Yale-CS00175,2598453,Streptococcus,Streptococcus sp. 116-D4,,4168,906.797,,598,130.102,
Yale-CS00175,712633,Streptococcus,Streptococcus sp. oral taxon 431,,2778,604.386,,61,13.2713,
Yale-CS00175,1318,Streptococcus,Streptococcus parasanguinis,,0,0,,81152,17655.6,
Yale-CS00175,257758,Streptococcus,Streptococcus pseudopneumoniae,,27084,5892.44,,82493,17947.3,
Yale-CS00175,1303,Streptococcus,Streptococcus oralis,,10101,2197.59,,43446,9452.18,
Yale-CS00175,1343,Streptococcus,Streptococcus vestibularis,,171,37.203,,6,1.3054,
Yale-CS00175,4932,Saccharomyces,Saccharomyces cerevisiae,,6,1.3054,,4,0.8702,
Yale-CS00175,1902136,Streptococcus,Streptococcus sp. NPS 308,,44,9.5727,,11,2.3932,
Yale-CS00175,28449,Neisseria,Neisseria subflava,,0,0,,1,0.2176,
Yale-CS00175,488,Neisseria,Neisseria mucosa,,0,0,,2,0.4351,
Yale-CS00175,77133,,uncultured bacterium,,313,68.0968,,2,0.4351,
Yale-CS00175,102684,Streptococcus,Streptococcus infantarius,,0,0,,27128,5902.01,
Yale-CS00175,113107,Streptococcus,Streptococcus australis,,409,88.9827,,25,5.439,
Yale-CS00175,155900,,uncultured organism,,2,0.4351,,0,0,
Yale-CS00175,1156431,Streptococcus,Streptococcus ilei,,28,6.0917,,1,0.2176,
Yale-CS00175,1307,Streptococcus,Streptococcus suis,,17,3.6986,,34782,7567.23,
Yale-CS00175,78535,Streptococcus,Streptococcus viridans,,1,0.2176,,0,0,
Yale-CS00175,2598457,Streptococcus,Streptococcus sp. KS 6,,0,0,,1,0.2176,
Yale-CS00175,1304,Streptococcus,Streptococcus salivarius,,6,1.3054,,27,5.8742,
Yale-CS00175,87883,Burkholderia,Burkholderia multivorans,,0,0,,6,1.3054,
Yale-CS00175,1313,Streptococcus,Streptococcus pneumoniae,,4063669,884099,,3700905,805175,
Yale-CS00175,1308,Streptococcus,Streptococcus thermophilus,,7,1.5229,,87,18.9279,
Yale-CS00175,44008,Enterococcus,Enterococcus cecorum,,0,0,,4,0.8702,
Yale-CS00175,712624,Streptococcus,Streptococcus sp. oral taxon 064,,211,45.9055,,16,3.481,
Yale-CS00175,712623,Streptococcus,Streptococcus sp. oral taxon 061,,155,33.7221,,6,1.3054,
Yale-CS00175,2576376,Streptococcus,Streptococcus sp. 1643,,944,205.378,,5,1.0878,
Yale-CS00175,2819619,Streptococcus,Streptococcus toyakuensis,,993,216.039,,21,4.5688,
Yale-CS00175,1759399,Streptococcus,Streptococcus sp. A12,,0,0,,7,1.5229,
Yale-CS00175,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,1,0.2176,,0,0,
Yale-CS00175,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,335,72.8832,
Yale-CS00175,729,Haemophilus,Haemophilus parainfluenzae,,0,0,,1,0.2176,
Yale-CS00175,1305,Streptococcus,Streptococcus sanguinis,,0,0,,78,16.9698,
Yale-CS00175,28037,Streptococcus,Streptococcus mitis,,51078,11112.6,,55474,12069,
Yale-CS00175,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,50,10.8781,,6,1.3054,
Yale-CS00175,2832643,,Caudoviricetes sp.,,6,1.3054,,63,13.7064,
Yale-CS00157,155900,,uncultured organism,,10,2.2877,,0,0,
Yale-CS00157,729,Haemophilus,Haemophilus parainfluenzae,,1,0.2288,,526,120.333,
Yale-CS00157,1304,Streptococcus,Streptococcus salivarius,,54049,12364.7,,20692,4733.69,
Yale-CS00157,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,1,0.2288,
Yale-CS00157,1517551,Sphingomonas,Sphingomonas sp. HMP6,,2,0.4575,,0,0,
Yale-CS00157,2598453,Streptococcus,Streptococcus sp. 116-D4,,84240,19271.5,,129,29.5112,
Yale-CS00157,1283,Staphylococcus,Staphylococcus haemolyticus,,0,0,,2,0.4575,
Yale-CS00157,1303,Streptococcus,Streptococcus oralis,,748542,171243,,342788,78419.3,
Yale-CS00157,1307,Streptococcus,Streptococcus suis,,169,38.662,,1649,377.24,
Yale-CS00157,102684,Streptococcus,Streptococcus infantarius,,0,0,,76,17.3864,
Yale-CS00157,4932,Saccharomyces,Saccharomyces cerevisiae,,16,3.6603,,14,3.2028,
Yale-CS00157,1419814,Streptococcus,Streptococcus sp. VT 162,,55686,12739.2,,4817,1101.98,
Yale-CS00157,1355,Enterococcus,Enterococcus columbae,,0,0,,15482,3541.8,
Yale-CS00157,1318,Streptococcus,Streptococcus parasanguinis,,13611,3113.78,,115599,26445.5,
Yale-CS00157,470565,Prevotella,Prevotella histicola,,5,1.1439,,3,0.6863,
Yale-CS00157,712623,Streptococcus,Streptococcus sp. oral taxon 061,,1170968,267881,,375,85.7884,
Yale-CS00157,1156431,Streptococcus,Streptococcus ilei,,26035,5956,,1116,255.306,
Yale-CS00157,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,46,10.5234,,8,1.8302,
Yale-CS00157,28449,Neisseria,Neisseria subflava,,1,0.2288,,0,0,
Yale-CS00157,87883,Burkholderia,Burkholderia multivorans,,0,0,,71779,16420.8,
Yale-CS00157,1177574,Prevotella,Prevotella jejuni,,2,0.4575,,0,0,
Yale-CS00157,43675,Rothia,Rothia mucilaginosa,,114,26.0797,,99,22.6481,
Yale-CS00157,113107,Streptococcus,Streptococcus australis,,24671,5643.96,,36078,8253.53,
Yale-CS00157,712624,Streptococcus,Streptococcus sp. oral taxon 064,,92946,21263.2,,169,38.662,
Yale-CS00157,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,147,33.629,
Yale-CS00157,1305,Streptococcus,Streptococcus sanguinis,,256,58.5649,,1067,244.097,
Yale-CS00157,1353891,Achromobacter,Achromobacter deleyi,,2,0.4575,,0,0,
Yale-CS00157,1433513,Streptococcus,Streptococcus gwangjuense,,4458,1019.85,,68,15.5563,
Yale-CS00157,257758,Streptococcus,Streptococcus pseudopneumoniae,,23585,5395.52,,255068,58351.7,
Yale-CS00157,1343,Streptococcus,Streptococcus vestibularis,,536,122.62,,1378,315.244,
Yale-CS00157,1660,Schaalia,Schaalia odontolytica,,80,18.3015,,22,5.0329,
Yale-CS00157,28037,Streptococcus,Streptococcus mitis,,535779,122570,,415941,95154.4,
Yale-CS00157,77133,,uncultured bacterium,,911,208.409,,1,0.2288,
Yale-CS00157,78535,Streptococcus,Streptococcus viridans,,10172,2327.04,,0,0,
Yale-CS00157,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,20427,4673.06,,405,92.6515,
Yale-CS00157,1747,Cutibacterium,Cutibacterium acnes,,0,0,,1,0.2288,
Yale-CS00157,1916161,,Streptococcus phage IPP21,,0,0,,7,1.6014,
Yale-CS00157,2610896,Streptococcus,Streptococcus sp. LPB0220,,12030,2752.09,,785,179.584,
Yale-CS00157,2819619,Streptococcus,Streptococcus toyakuensis,,4480,1024.89,,32,7.3206,
Yale-CS00157,1313,Streptococcus,Streptococcus pneumoniae,,306290,70069.7,,816170,186714,
Yale-CS00157,2598457,Streptococcus,Streptococcus sp. KS 6,,10,2.2877,,0,0,
Yale-CS00157,44008,Enterococcus,Enterococcus cecorum,,0,0,,4,0.9151,
Yale-CS00157,1308,Streptococcus,Streptococcus thermophilus,,1042,238.377,,13423,3070.77,
Yale-CS00157,2047,Rothia,Rothia dentocariosa,,22,5.0329,,11,2.5165,
Yale-CS00157,29394,Dolosigranulum,Dolosigranulum pigrum,,0,0,,2,0.4575,
Yale-CS00157,46124,Granulicatella,Granulicatella adiacens,,0,0,,1,0.2288,
Yale-CS00157,2832643,,Caudoviricetes sp.,,2248,514.273,,1933,442.211,
Yale-CS00157,712633,Streptococcus,Streptococcus sp. oral taxon 431,,507826,116175,,12770,2921.38,
Yale-CS00157,1902136,Streptococcus,Streptococcus sp. NPS 308,,39040,8931.14,,273,62.4539,
Yale-CS00157,2576376,Streptococcus,Streptococcus sp. 1643,,90735,20757.4,,30364,6946.34,
Yale-CS00157,1282,Staphylococcus,Staphylococcus epidermidis,,1,0.2288,,9,2.0589,
Yale-CS00157,1759399,Streptococcus,Streptococcus sp. A12,,13471,3081.75,,20,4.5754,
Yale-CS00157,2382163,Streptococcus,Streptococcus koreensis,,13265,3034.62,,81,18.5303,
Yale-CS00158,1177574,Prevotella,Prevotella jejuni,,2,0.4268,,0,0,
Yale-CS00158,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,76,16.2178,
Yale-CS00158,488,Neisseria,Neisseria mucosa,,1,0.2134,,5,1.067,
Yale-CS00158,46124,Granulicatella,Granulicatella adiacens,,45,9.6027,,17,3.6277,
Yale-CS00158,39777,Veillonella,Veillonella atypica,,0,0,,2,0.4268,
Yale-CS00158,1759399,Streptococcus,Streptococcus sp. A12,,45546,9719.19,,306,65.2982,
Yale-CS00158,44008,Enterococcus,Enterococcus cecorum,,8,1.7071,,18,3.8411,
Yale-CS00158,729,Haemophilus,Haemophilus parainfluenzae,,0,0,,11,2.3473,
Yale-CS00158,2819619,Streptococcus,Streptococcus toyakuensis,,5468,1166.83,,109,23.2598,
Yale-CS00158,155900,,uncultured organism,,12,2.5607,,1,0.2134,
Yale-CS00158,2598457,Streptococcus,Streptococcus sp. KS 6,,62,13.2303,,1,0.2134,
Yale-CS00158,1304,Streptococcus,Streptococcus salivarius,,31159,6649.1,,11847,2528.06,
Yale-CS00158,29394,Dolosigranulum,Dolosigranulum pigrum,,0,0,,2,0.4268,
Yale-CS00158,87883,Burkholderia,Burkholderia multivorans,,0,0,,22118,4719.82,
Yale-CS00158,712623,Streptococcus,Streptococcus sp. oral taxon 061,,338156,72160,,15113,3225,
Yale-CS00158,2832643,,Caudoviricetes sp.,,1999,426.572,,2572,548.846,
Yale-CS00158,2047,Rothia,Rothia dentocariosa,,34,7.2554,,31,6.6152,
Yale-CS00158,28449,Neisseria,Neisseria subflava,,41,8.7491,,17,3.6277,
Yale-CS00158,85698,Achromobacter,Achromobacter xylosoxidans,,0,0,,2,0.4268,
Yale-CS00158,1313,Streptococcus,Streptococcus pneumoniae,,785081,167531,,1272924,271633,
Yale-CS00158,1902136,Streptococcus,Streptococcus sp. NPS 308,,53542,11425.5,,3578,763.519,
Yale-CS00158,1283,Staphylococcus,Staphylococcus haemolyticus,,2,0.4268,,2,0.4268,
Yale-CS00158,1747,Cutibacterium,Cutibacterium acnes,,0,0,,8,1.7071,
Yale-CS00158,470565,Prevotella,Prevotella histicola,,1,0.2134,,3,0.6402,
Yale-CS00158,486,Neisseria,Neisseria lactamica,,0,0,,1,0.2134,
Yale-CS00158,1282,Staphylococcus,Staphylococcus epidermidis,,28,5.975,,6,1.2804,
Yale-CS00158,217203,Achromobacter,Achromobacter spanius,,1,0.2134,,0,0,
Yale-CS00158,113107,Streptococcus,Streptococcus australis,,52416,11185.2,,3022,644.873,
Yale-CS00158,1343,Streptococcus,Streptococcus vestibularis,,996,212.539,,3419,729.59,
Yale-CS00158,1318,Streptococcus,Streptococcus parasanguinis,,46318,9883.92,,116600,24881.6,
Yale-CS00158,77133,,uncultured bacterium,,487,103.922,,72,15.3643,
Yale-CS00158,1307,Streptococcus,Streptococcus suis,,618,131.877,,11172,2384.02,
Yale-CS00158,28132,Prevotella,Prevotella melaninogenica,,0,0,,2,0.4268,
Yale-CS00158,1433513,Streptococcus,Streptococcus gwangjuense,,35311,7535.11,,1341,286.16,
Yale-CS00158,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,223,47.5866,,15,3.2009,
Yale-CS00158,28037,Streptococcus,Streptococcus mitis,,517983,110534,,350020,74691.7,
Yale-CS00158,257758,Streptococcus,Streptococcus pseudopneumoniae,,21947,4683.33,,219289,46794.7,
Yale-CS00158,2576376,Streptococcus,Streptococcus sp. 1643,,42425,9053.19,,936,199.736,
Yale-CS00158,4932,Saccharomyces,Saccharomyces cerevisiae,,55,11.7366,,31,6.6152,
Yale-CS00158,78535,Streptococcus,Streptococcus viridans,,1580,337.161,,15,3.2009,
Yale-CS00158,2610896,Streptococcus,Streptococcus sp. LPB0220,,18334,3912.34,,48,10.2429,
Yale-CS00158,102684,Streptococcus,Streptococcus infantarius,,8,1.7071,,139,29.6616,
Yale-CS00158,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,22273,4752.9,,926,197.602,
Yale-CS00158,1308,Streptococcus,Streptococcus thermophilus,,2946,628.655,,5055,1078.7,
Yale-CS00158,1660,Schaalia,Schaalia odontolytica,,9,1.9205,,0,0,
Yale-CS00158,712633,Streptococcus,Streptococcus sp. oral taxon 431,,1272668,271578,,44043,9398.46,
Yale-CS00158,1305,Streptococcus,Streptococcus sanguinis,,575,122.701,,11134,2375.91,
Yale-CS00158,1156431,Streptococcus,Streptococcus ilei,,10363,2211.39,,221,47.1598,
Yale-CS00158,712624,Streptococcus,Streptococcus sp. oral taxon 064,,114054,24338.3,,627,133.797,
Yale-CS00158,2382163,Streptococcus,Streptococcus koreensis,,8969,1913.92,,235,50.1473,
Yale-CS00158,2682456,Veillonella,Veillonella nakazawae,,52,11.0964,,2,0.4268,
Yale-CS00158,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,2,0.4268,,0,0,
Yale-CS00158,43675,Rothia,Rothia mucilaginosa,,183,39.0509,,89,18.992,
Yale-CS00158,1419814,Streptococcus,Streptococcus sp. VT 162,,22208,4739.03,,244,52.0678,
Yale-CS00158,1303,Streptococcus,Streptococcus oralis,,665056,141918,,479444,102310,
Yale-CS00158,2598453,Streptococcus,Streptococcus sp. 116-D4,,94753,20219.6,,2347,500.833,
Yale-CS00159,1343,Streptococcus,Streptococcus vestibularis,,636,169.05,,32034,8514.7,
Yale-CS00159,102684,Streptococcus,Streptococcus infantarius,,3,0.7974,,455,120.94,
Yale-CS00159,44008,Enterococcus,Enterococcus cecorum,,0,0,,5,1.329,
Yale-CS00159,1759399,Streptococcus,Streptococcus sp. A12,,6173,1640.79,,26,6.9109,
Yale-CS00159,2576376,Streptococcus,Streptococcus sp. 1643,,58292,15494.1,,10899,2896.97,
Yale-CS00159,712624,Streptococcus,Streptococcus sp. oral taxon 064,,38200,10153.6,,84,22.3274,
Yale-CS00159,1305,Streptococcus,Streptococcus sanguinis,,1943,516.453,,2826,751.156,
Yale-CS00159,1307,Streptococcus,Streptococcus suis,,174,46.2495,,112877,30002.9,
Yale-CS00159,712623,Streptococcus,Streptococcus sp. oral taxon 061,,923452,245455,,56,14.8849,
Yale-CS00159,1304,Streptococcus,Streptococcus salivarius,,156049,41478.1,,24196,6431.34,
Yale-CS00159,87883,Burkholderia,Burkholderia multivorans,,0,0,,11545,3068.68,
Yale-CS00159,1660,Schaalia,Schaalia odontolytica,,44,11.6953,,5,1.329,
Yale-CS00159,28037,Streptococcus,Streptococcus mitis,,205312,54572.3,,246926,65633.4,
Yale-CS00159,1419814,Streptococcus,Streptococcus sp. VT 162,,14106,3749.4,,543,144.33,
Yale-CS00159,77133,,uncultured bacterium,,467,124.129,,7,1.8606,
Yale-CS00159,113107,Streptococcus,Streptococcus australis,,19151,5090.37,,31958,8494.5,
Yale-CS00159,2832643,,Caudoviricetes sp.,,886,235.5,,11240,2987.61,
Yale-CS00159,1282,Staphylococcus,Staphylococcus epidermidis,,0,0,,8,2.1264,
Yale-CS00159,1303,Streptococcus,Streptococcus oralis,,613111,162966,,346130,92002,
Yale-CS00159,7038,Bemisia,Bemisia tabaci,,1,0.2658,,0,0,
Yale-CS00159,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,4,1.0632,
Yale-CS00159,46124,Granulicatella,Granulicatella adiacens,,2,0.5316,,4,1.0632,
Yale-CS00159,1747,Cutibacterium,Cutibacterium acnes,,0,0,,299,79.4748,
Yale-CS00159,2598457,Streptococcus,Streptococcus sp. KS 6,,2,0.5316,,0,0,
Yale-CS00159,4932,Saccharomyces,Saccharomyces cerevisiae,,6,1.5948,,0,0,
Yale-CS00159,2598453,Streptococcus,Streptococcus sp. 116-D4,,55388,14722.2,,6529,1735.42,
Yale-CS00159,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,42420,11275.3,,615,163.468,
Yale-CS00159,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,2724,724.044,,5,1.329,
Yale-CS00159,729,Haemophilus,Haemophilus parainfluenzae,,0,0,,391,103.929,
Yale-CS00159,1318,Streptococcus,Streptococcus parasanguinis,,9629,2559.41,,132312,35168.8,
Yale-CS00159,1523415,Sphingomonas,Sphingomonas sp. AAP5,,1,0.2658,,0,0,
Yale-CS00159,1313,Streptococcus,Streptococcus pneumoniae,,317661,84434.9,,566610,150606,
Yale-CS00159,2382163,Streptococcus,Streptococcus koreensis,,299,79.4748,,71,18.8719,
Yale-CS00159,43675,Rothia,Rothia mucilaginosa,,58,15.4165,,59,15.6823,
Yale-CS00159,712633,Streptococcus,Streptococcus sp. oral taxon 431,,682162,181320,,17868,4749.35,
Yale-CS00159,155900,,uncultured organism,,6,1.5948,,0,0,
Yale-CS00159,1156431,Streptococcus,Streptococcus ilei,,58301,15496.5,,2039,541.97,
Yale-CS00159,2610896,Streptococcus,Streptococcus sp. LPB0220,,13289,3532.24,,2875,764.18,
Yale-CS00159,1308,Streptococcus,Streptococcus thermophilus,,7453,1981.02,,35738,9499.23,
Yale-CS00159,78535,Streptococcus,Streptococcus viridans,,356,94.6255,,0,0,
Yale-CS00159,712122,Actinomyces,Actinomyces sp. oral taxon 414,,4,1.0632,,2,0.5316,
Yale-CS00159,1433513,Streptococcus,Streptococcus gwangjuense,,9736,2587.85,,48,12.7585,
Yale-CS00159,1902136,Streptococcus,Streptococcus sp. NPS 308,,18245,4849.55,,8,2.1264,
Yale-CS00159,1517551,Sphingomonas,Sphingomonas sp. HMP6,,5,1.329,,0,0,
Yale-CS00159,2047,Rothia,Rothia dentocariosa,,26,6.9109,,26,6.9109,
Yale-CS00159,257758,Streptococcus,Streptococcus pseudopneumoniae,,30273,8046.62,,73709,19592,
Yale-CS00159,2819619,Streptococcus,Streptococcus toyakuensis,,2439,648.291,,6,1.5948,
Yale-CS00159,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,506,134.496,
Yale-CS00193,1313,Streptococcus,Streptococcus pneumoniae,,2701243,616999,,0,0,
Yale-CS00193,1143063,Lochmaea,Lochmaea crataegi,,163,37.2313,,0,0,
Yale-CS00193,1523415,Sphingomonas,Sphingomonas sp. AAP5,,54,12.3343,,0,0,
Yale-CS00193,1307,Streptococcus,Streptococcus suis,,128,29.2369,,0,0,
Yale-CS00193,1419814,Streptococcus,Streptococcus sp. VT 162,,45314,10350.3,,0,0,
Yale-CS00193,7038,Bemisia,Bemisia tabaci,,87,19.8719,,0,0,
Yale-CS00193,1560345,Sphingomonas,Sphingomonas panacis,,3,0.6852,,0,0,
Yale-CS00193,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,24,5.4819,,0,0,
Yale-CS00193,158754,Sphingomonas,uncultured Sphingomonas sp.,,0,0,,17,3.883,
Yale-CS00193,77133,,uncultured bacterium,,26,5.9387,,0,0,
Yale-CS00193,722659,Cabera,Cabera pusaria,,4261,973.268,,0,0,
