"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AP023349","GPSC15_reference","GPSC21_reference","GPSC22_reference","GPSC26_reference","GPSC31_reference","GPSC32_reference","GPSC34_reference","GPSC37_reference","GPSC3_reference","GPSC40_reference","GPSC4_reference","GPSC8_reference","NC_017592"
"group_2665","","hypothetical protein","1","1","1","1","4751","283","1","","1238","1238","1238","AP023349_01445","","","","","","","","","","","","",""
"group_2666","glyS","Glycine--tRNA ligase beta subunit","1","1","1","1","2727","300","1","","1949","1949","1949","AP023349_01447","","","","","","","","","","","","",""
"group_2667","yvgN","Glyoxal reductase","1","1","1","1","2725","15","3","","842","842","842","AP023349_01450","","","","","","","","","","","","",""
"group_2668","pgdA","Peptidoglycan-N-acetylglucosamine deacetylase","1","1","1","1","2325","15","2","","1391","1391","1391","AP023349_01451","","","","","","","","","","","","",""
"group_2669","ftsX","Cell division protein FtsX","1","1","1","1","2327","289","1","","926","926","926","AP023349_01456","","","","","","","","","","","","",""
"group_267","","hypothetical protein","1","1","1","1","1129","1","128","","287","287","287","","","","","","","","","GPSC37_reference_00613","","","","",""
"group_2670","mta","HTH-type transcriptional activator mta","1","1","1","1","182","21","2","","740","740","740","AP023349_01473","","","","","","","","","","","","",""
"group_2671","bglH_2","Aryl-phospho-beta-D-glucosidase BglH","1","1","1","1","189","63","1","","1439","1439","1439","AP023349_01476","","","","","","","","","","","","",""
"group_2672","","hypothetical protein","1","1","1","1","190","63","2","","191","191","191","AP023349_01477","","","","","","","","","","","","",""
"yknY_4","","putative ABC transporter ATP-binding protein YknY","1","1","1","1","191","63","3","","635","635","635","AP023349_01478","","","","","","","","","","","","",""
"group_2674","","hypothetical protein","1","1","1","1","192","63","4","","1169","1169","1169","AP023349_01479","","","","","","","","","","","","",""
"group_2675","","hypothetical protein","1","1","1","1","193","63","5","","749","749","749","AP023349_01480","","","","","","","","","","","","",""
"group_2676","","hypothetical protein","1","1","1","1","194","63","6","","302","302","302","AP023349_01481","","","","","","","","","","","","",""
"group_2677","pacS","putative copper-transporting ATPase PacS","1","1","1","1","195","279","1","","2243","2243","2243","AP023349_01483","","","","","","","","","","","","",""
"group_2678","","hypothetical protein","1","1","1","1","1057","259","1","","404","404","404","AP023349_01495","","","","","","","","","","","","",""
"group_2679","divIB","Cell division protein DivIB","1","1","1","1","1046","271","1","","1244","1244","1244","AP023349_01498","","","","","","","","","","","","",""
"group_2680","rsuA_1","Ribosomal small subunit pseudouridine synthase A","1","1","1","1","1077","191","1","","725","725","725","AP023349_01505","","","","","","","","","","","","",""
"comA","","Transcriptional regulatory protein ComA","1","1","1","1","1083","68","1","","596","596","596","AP023349_01508","","","","","","","","","","","","",""
"group_2682","","hypothetical protein","1","1","1","1","1082","68","2","","1574","1574","1574","AP023349_01509","","","","","","","","","","","","",""
"group_2683","","hypothetical protein","1","1","1","1","1081","68","3","","2015","2015","2015","AP023349_01510","","","","","","","","","","","","",""
"bceA_2","","Bacitracin export ATP-binding protein BceA","1","1","1","1","1080","68","4","","737","737","737","AP023349_01511","","","","","","","","","","","","",""
"group_2685","","hypothetical protein","1","1","1","1","1079","68","5","","107","107","107","AP023349_01512","","","","","","","","","","","","",""
"group_2686","","hypothetical protein","1","1","1","1","1044","68","6","","107","107","107","AP023349_01513","","","","","","","","","","","","",""
"group_2687","","putative oxidoreductase","1","1","1","1","1086","133","2","","755","755","755","AP023349_01515","","","","","","","","","","","","",""
"group_2688","","hypothetical protein","1","1","1","1","1089","159","1","","260","260","260","AP023349_01518","","","","","","","","","","","","",""
"group_2689","","hypothetical protein","1","1","1","1","1092","159","2","","401","401","401","AP023349_01519","","","","","","","","","","","","",""
"group_2690","","hypothetical protein","1","1","1","1","1040","233","1","","434","434","434","AP023349_01524","","","","","","","","","","","","",""
"group_2691","","hypothetical protein","1","1","1","1","1043","82","3","","1034","1034","1034","AP023349_01526","","","","","","","","","","","","",""
"group_2692","menH","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","1","1","1","1","1042","82","4","","617","617","617","AP023349_01527","","","","","","","","","","","","",""
"group_2693","menF","Isochorismate synthase MenF","1","1","1","1","1111","82","2","","1721","1721","1721","AP023349_01528","","","","","","","","","","","","",""
"group_2694","","hypothetical protein","1","1","1","1","1112","82","1","","5870","5870","5870","AP023349_01529","","","","","","","","","","","","",""
"group_2695","","hypothetical protein","1","1","1","1","1110","125","1","","92","92","92","AP023349_01531","","","","","","","","","","","","",""
"group_2696","","hypothetical protein","1","1","1","1","1109","125","2","","1691","1691","1691","AP023349_01532","","","","","","","","","","","","",""
"group_2697","resA_2","Thiol-disulfide oxidoreductase ResA","1","1","1","1","1035","101","2","","563","563","563","AP023349_01535","","","","","","","","","","","","",""
"group_2698","dsbD_2","Thiol:disulfide interchange protein DsbD","1","1","1","1","1034","101","3","","710","710","710","AP023349_01536","","","","","","","","","","","","",""
"group_2699","","hypothetical protein","1","1","1","1","1033","101","1","","551","551","551","AP023349_01537","","","","","","","","","","","","",""
"group_27","","hypothetical protein","1","1","1","1","1194","388","4","","782","782","782","","","","","","","","","","GPSC3_reference_00585","","","",""
"group_2700","","hypothetical protein","1","1","1","1","2193","248","1","","488","488","488","AP023349_01540","","","","","","","","","","","","",""
"group_2701","","Acetyltransferase","1","1","1","1","2197","144","2","","410","410","410","AP023349_01542","","","","","","","","","","","","",""
"serP2","","DL-alanine permease SerP2","1","1","1","1","2196","144","1","","1337","1337","1337","AP023349_01543","","","","","","","","","","","","",""
"group_2703","","hypothetical protein","1","1","1","1","2792","130","1","","494","494","494","AP023349_01546","","","","","","","","","","","","",""
"group_2704","","hypothetical protein","1","1","1","1","2791","130","2","","461","461","461","AP023349_01547","","","","","","","","","","","","",""
"group_2705","","hypothetical protein","1","1","1","1","2701","116","1","","1112","1112","1112","AP023349_01551","","","","","","","","","","","","",""
"group_2706","patB","Cystathionine beta-lyase PatB","1","1","1","1","2702","116","2","","1166","1166","1166","AP023349_01552","","","","","","","","","","","","",""
"group_2707","","hypothetical protein","1","1","1","1","2802","97","1","","455","455","455","AP023349_01554","","","","","","","","","","","","",""
"group_2708","sarA_3","Oligopeptide-binding protein SarA","1","1","1","1","2801","97","2","","1958","1958","1958","AP023349_01555","","","","","","","","","","","","",""
"group_2709","murJ","Lipid II flippase MurJ","1","1","1","1","2810","97","3","","1625","1625","1625","AP023349_01556","","","","","","","","","","","","",""
"group_2710","","hypothetical protein","1","1","1","1","2812","27","4","","650","650","650","AP023349_01559","","","","","","","","","","","","",""
"group_2711","","hypothetical protein","1","1","1","1","2816","27","3","","512","512","512","AP023349_01560","","","","","","","","","","","","",""
"group_2712","yugI","General stress protein 13","1","1","1","1","2698","293","1","","359","359","359","AP023349_01564","","","","","","","","","","","","",""
"group_2713","","hypothetical protein","1","1","1","1","2699","219","1","","503","503","503","AP023349_01566","","","","","","","","","","","","",""
"group_2714","","hypothetical protein","1","1","1","1","2826","70","3","","1754","1754","1754","AP023349_01571","","","","","","","","","","","","",""
"group_2715","","hypothetical protein","1","1","1","1","2827","70","4","","785","785","785","AP023349_01572","","","","","","","","","","","","",""
"group_2716","","hypothetical protein","1","1","1","1","2828","70","5","","2531","2531","2531","AP023349_01573","","","","","","","","","","","","",""
"group_2717","","hypothetical protein","1","1","1","1","2830","122","2","","365","365","365","AP023349_01576","","","","","","","","","","","","",""
"group_2718","aspB","Asparagine--oxo-acid transaminase","1","1","1","1","2697","122","1","","1187","1187","1187","AP023349_01577","","","","","","","","","","","","",""
"group_2719","","hypothetical protein","1","1","1","1","2834","134","1","","509","509","509","AP023349_01579","","","","","","","","","","","","",""
"group_2720","","hypothetical protein","1","1","1","1","2691","134","2","","728","728","728","AP023349_01580","","","","","","","","","","","","",""
"group_2721","","hypothetical protein","1","1","1","1","2696","78","4","","629","629","629","AP023349_01582","","","","","","","","","","","","",""
"group_2722","","hypothetical protein","1","1","1","1","2695","78","3","","10181","10181","10181","AP023349_01583","","","","","","","","","","","","",""
"group_2723","yaaA","Peroxide stress resistance protein YaaA","1","1","1","1","2694","78","2","","728","728","728","AP023349_01584","","","","","","","","","","","","",""
"group_2724","","hypothetical protein","1","1","1","1","2841","78","1","","164","164","164","AP023349_01585","","","","","","","","","","","","",""
"group_2725","def_2","Peptide deformylase","1","1","1","1","2845","252","1","","410","410","410","AP023349_01587","","","","","","","","","","","","",""
"group_2726","","hypothetical protein","1","1","1","1","2689","153","2","","779","779","779","AP023349_01596","","","","","","","","","","","","",""
"group_2727","cdaA","Cyclic di-AMP synthase CdaA","1","1","1","1","2856","153","1","","857","857","857","AP023349_01597","","","","","","","","","","","","",""
"group_2728","","hypothetical protein","1","1","1","1","2859","105","3","","215","215","215","AP023349_01599","","","","","","","","","","","","",""
"group_2729","","hypothetical protein","1","1","1","1","2858","105","2","","575","575","575","AP023349_01600","","","","","","","","","","","","",""
"group_273","","hypothetical protein","1","1","1","1","3184","1","909","","269","269","269","","","","GPSC22_reference_02063","","","","","","","","","",""
"group_2730","","hypothetical protein","1","1","1","1","2857","105","1","","95","95","95","AP023349_01601","","","","","","","","","","","","",""
"group_2731","dps","DNA protection during starvation protein","1","1","1","1","2688","273","1","","518","518","518","AP023349_01610","","","","","","","","","","","","",""
"group_2732","","hypothetical protein","1","1","1","1","2684","305","1","","251","251","251","AP023349_01615","","","","","","","","","","","","",""
"group_2733","COQ5_1","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","1","1","1","1","2683","234","1","","758","758","758","AP023349_01617","","","","","","","","","","","","",""
"group_2734","","hypothetical protein","1","1","1","1","1204","1","1107","","470","470","470","AP023349_01621","","","","","","","","","","","","",""
"group_2735","","Sulfurtransferase","1","1","1","1","1207","223","1","","287","287","287","AP023349_01624","","","","","","","","","","","","",""
"group_2736","","hypothetical protein","1","1","1","1","1224","276","1","","854","854","854","AP023349_01628","","","","","","","","","","","","",""
"group_2737","","hypothetical protein","1","1","1","1","1219","93","2","","701","701","701","AP023349_01630","","","","","","","","","","","","",""
"group_2738","femA","Aminoacyltransferase FemA","1","1","1","1","1213","93","3","","1166","1166","1166","AP023349_01631","","","","","","","","","","","","",""
"group_2739","femX","Lipid II:glycine glycyltransferase","1","1","1","1","1214","93","1","","1220","1220","1220","AP023349_01632","","","","","","","","","","","","",""
"group_2740","rnj2","Ribonuclease J 2","1","1","1","1","1208","232","1","","1661","1661","1661","AP023349_01634","","","","","","","","","","","","",""
"group_2741","lrp","Leucine-rich protein","1","1","1","1","2682","184","1","","869","869","869","AP023349_01642","","","","","","","","","","","","",""
"mshC","","L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase","1","1","1","1","1588","164","1","","1940","1940","1940","AP023349_01644","","","","","","","","","","","","",""
"mshD","","Mycothiol acetyltransferase","1","1","1","1","1589","164","2","","884","884","884","AP023349_01645","","","","","","","","","","","","",""
"group_2744","","hypothetical protein","1","1","1","1","1609","92","1","","362","362","362","AP023349_01650","","","","","","","","","","","","",""
"group_2745","","hypothetical protein","1","1","1","1","1610","92","2","","410","410","410","AP023349_01651","","","","","","","","","","","","",""
"group_2746","","hypothetical protein","1","1","1","1","1611","92","3","","1730","1730","1730","AP023349_01652","","","","","","","","","","","","",""
"group_2747","","hypothetical protein","1","1","1","1","1612","92","4","","329","329","329","AP023349_01653","","","","","","","","","","","","",""
"group_2748","scrB","Sucrose-6-phosphate hydrolase","1","1","1","1","1556","38","5","","1454","1454","1454","AP023349_01658","","","","","","","","","","","","",""
"group_2749","","hypothetical protein","1","1","1","1","1626","250","1","","311","311","311","AP023349_01662","","","","","","","","","","","","",""
"group_275","","hypothetical protein","1","1","1","1","3195","1","898","","1649","1649","1649","","","","","","","","","","","GPSC40_reference_00168","","",""
"group_2750","rsmB","Ribosomal RNA small subunit methyltransferase B","1","1","1","1","1554","257","1","","788","788","788","AP023349_01667","","","","","","","","","","","","",""
"group_2751","tmcAL","tRNA(Met) cytidine acetate ligase","1","1","1","1","1642","32","6","","1097","1097","1097","AP023349_01676","","","","","","","","","","","","",""
"group_2752","rsfS","Ribosomal silencing factor RsfS","1","1","1","1","1553","254","1","","353","353","353","AP023349_01678","","","","","","","","","","","","",""
"group_2753","","hypothetical protein","1","1","1","1","1552","200","1","","905","905","905","AP023349_01684","","","","","","","","","","","","",""
"group_2754","sstT","Serine/threonine transporter SstT","1","1","1","1","1652","297","1","","1205","1205","1205","AP023349_01686","","","","","","","","","","","","",""
"group_2756","secA_2","Protein translocase subunit SecA","1","1","1","1","1545","3","71","","2372","2372","2372","AP023349_01693","","","","","","","","","","","","",""
"group_2757","asp3","Accessory Sec system protein Asp3","1","1","1","1","1544","3","72","","440","440","440","AP023349_01694","","","","","","","","","","","","",""
"group_2758","asp2","Accessory Sec system protein Asp2","1","1","1","1","1543","3","73","","1535","1535","1535","AP023349_01695","","","","","","","","","","","","",""
"asp1_1","","Accessory Sec system protein Asp1","1","1","1","1","1542","3","74","","821","821","821","AP023349_01696","","","","","","","","","","","","",""
"asp1_2","","Accessory Sec system protein Asp1","1","1","1","1","1541","3","94","","761","761","761","AP023349_01697","","","","","","","","","","","","",""
"group_2761","secY_2","Protein translocase subunit SecY","1","1","1","1","1540","3","93","","1217","1217","1217","AP023349_01698","","","","","","","","","","","","",""
"group_2762","","hypothetical protein","1","1","1","1","1539","3","92","","875","875","875","AP023349_01699","","","","","","","","","","","","",""
"group_2763","","hypothetical protein","1","1","1","1","1538","3","91","","1244","1244","1244","AP023349_01700","","","","","","","","","","","","",""
"group_2764","arnC","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","1","1","1","1","1537","3","90","","593","593","593","AP023349_01701","","","","","","","","","","","","",""
"group_2765","glyG_2","Glycosyltransferase GlyG","1","1","1","1","1536","3","89","","884","884","884","AP023349_01702","","","","","","","","","","","","",""
"group_2766","glyG_3","Glycosyltransferase GlyG","1","1","1","1","1535","3","88","","908","908","908","AP023349_01703","","","","","","","","","","","","",""
"group_2767","gtfB_2","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB","1","1","1","1","1534","3","87","","2063","2063","2063","AP023349_01704","","","","","","","","","","","","",""
"group_2768","glyD","Glycosyltransferase GlyD","1","1","1","1","1533","3","86","","1202","1202","1202","AP023349_01705","","","","","","","","","","","","",""
"group_2769","gtf3","Glucosyltransferase 3","1","1","1","1","1532","3","85","","944","944","944","AP023349_01706","","","","","","","","","","","","",""
"group_2770","","hypothetical protein","1","1","1","1","2963","3","84","","236","236","236","AP023349_01707","","","","","","","","","","","","",""
"group_2771","glyG_4","Glycosyltransferase GlyG","1","1","1","1","2964","3","83","","665","665","665","AP023349_01708","","","","","","","","","","","","",""
"group_2772","","hypothetical protein","1","1","1","1","2965","3","82","","875","875","875","AP023349_01709","","","","","","","","","","","","",""
"glyG_5","","Glycosyltransferase GlyG","1","1","1","1","2966","3","81","","875","875","875","AP023349_01710","","","","","","","","","","","","",""
"group_2774","gtfB_3","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB","1","1","1","1","2967","3","80","","878","878","878","AP023349_01711","","","","","","","","","","","","",""
"gtfB_4","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB","1","1","1","1","2968","3","79","","2084","2084","2084","AP023349_01712","","","","","","","","","","","","",""
"group_2776","","hypothetical protein","1","1","1","1","2969","3","78","","5630","5630","5630","AP023349_01713","","","","","","","","","","","","",""
"group_2777","","hypothetical protein","1","1","1","1","2970","3","77","","8339","8339","8339","AP023349_01714","","","","","","","","","","","","",""
"group_2778","","hypothetical protein","1","1","1","1","2971","3","76","","293","293","293","AP023349_01715","","","","","","","","","","","","",""
"group_2779","","putative protein","1","1","1","1","3112","124","1","","389","389","389","AP023349_01722","","","","","","","","","","","","",""
"nusB_2","","Transcription antitermination protein NusB","1","1","1","1","3119","124","2","","425","425","425","AP023349_01723","","","","","","","","","","","","",""
"group_2781","accB","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","1","1","1","1","2064","241","1","","485","485","485","AP023349_01728","","","","","","","","","","","","",""
"group_2782","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","1","2067","166","2","","731","731","731","AP023349_01730","","","","","","","","","","","","",""
"group_2783","fabD","Malonyl CoA-acyl carrier protein transacylase","1","1","1","1","2063","166","1","","923","923","923","AP023349_01731","","","","","","","","","","","","",""
"group_2784","","hypothetical protein","1","1","1","1","2081","121","1","","899","899","899","AP023349_01740","","","","","","","","","","","","",""
"group_2785","","hypothetical protein","1","1","1","1","2082","121","2","","548","548","548","AP023349_01741","","","","","","","","","","","","",""
"group_2786","","hypothetical protein","1","1","1","1","1399","138","2","","1184","1184","1184","AP023349_01751","","","","","","","","","","","","",""
"group_2787","liaR","Transcriptional regulatory protein LiaR","1","1","1","1","1400","138","1","","632","632","632","AP023349_01752","","","","","","","","","","","","",""
"group_2788","fni","Isopentenyl-diphosphate delta-isomerase","1","1","1","1","1401","117","2","","1010","1010","1010","AP023349_01755","","","","","","","","","","","","",""
"group_2789","","Phosphomevalonate kinase","1","1","1","1","1429","117","1","","1007","1007","1007","AP023349_01756","","","","","","","","","","","","",""
"group_2790","galK_2","Galactokinase","1","1","1","1","1409","85","3","","878","878","878","AP023349_01759","","","","","","","","","","","","",""
"group_2791","","hypothetical protein","1","1","1","1","1410","85","2","","917","917","917","AP023349_01760","","","","","","","","","","","","",""
"arlR_3","","Response regulator ArlR","1","1","1","1","1411","85","1","","689","689","689","AP023349_01761","","","","","","","","","","","","",""
"gnd_2","","6-phosphogluconate dehydrogenase, decarboxylating","1","1","1","1","1407","147","1","","125","125","125","AP023349_01763","","","","","","","","","","","","",""
"group_2794","mapZ","Mid-cell-anchored protein Z","1","1","1","1","1412","147","2","","1406","1406","1406","AP023349_01764","","","","","","","","","","","","",""
"group_2795","gpsB","Cell cycle protein GpsB","1","1","1","1","1413","198","1","","341","341","341","AP023349_01766","","","","","","","","","","","","",""
"group_2796","ponA","Penicillin-binding protein 1A","1","1","1","1","840","1","453","","1964","1964","1964","AP023349_01770","","","","","","","","","","","","",""
"sarA_4","","Oligopeptide-binding protein SarA","1","1","1","1","839","1","454","","1979","1979","1979","AP023349_01771","","","","","","","","","","","","",""
"sarA_5","","Oligopeptide-binding protein SarA","1","1","1","1","358","1","460","","1958","1958","1958","AP023349_01773","","","","","","","","","","","","",""
"sarA_6","","Oligopeptide-binding protein SarA","1","1","1","1","359","1","459","","1967","1967","1967","AP023349_01774","","","","","","","","","","","","",""
"group_2800","pbpX","Penicillin-binding protein 2X","1","1","1","1","366","146","2","","2237","2237","2237","AP023349_01781","","","","","","","","","","","","",""
"group_2801","ftsL","Cell division protein FtsL","1","1","1","1","367","146","1","","317","317","317","AP023349_01782","","","","","","","","","","","","",""
"group_2802","","hypothetical protein","1","1","1","1","376","1","1614","","542","542","542","AP023349_01785","","","","","","","","","","","","",""
"group_2803","","hypothetical protein","1","1","1","1","375","1","1615","","326","326","326","AP023349_01786","","","","","","","","","","","","",""
"group_2804","","hypothetical protein","1","1","1","1","374","1","1616","","326","326","326","AP023349_01787","","","","","","","","","","","","",""
"group_2805","","hypothetical protein","1","1","1","1","373","1","1617","","578","578","578","AP023349_01788","","","","","","","","","","","","",""
"group_2806","bsaA","Glutathione peroxidase BsaA","1","1","1","1","372","1","1618","","476","476","476","AP023349_01789","","","","","","","","","","","","",""
"dtpT","","Di-/tripeptide transporter","1","1","1","1","371","1","1619","","1472","1472","1472","AP023349_01790","","","","","","","","","","","","",""
"group_2808","","hypothetical protein","1","1","1","1","370","1","1620","","836","836","836","AP023349_01791","","","","","","","","","","","","",""
"group_2809","","hypothetical protein","1","1","1","1","368","1","1622","","644","644","644","AP023349_01793","","","","","","","","","","","","",""
"group_281","","hypothetical protein","1","1","1","1","562","6","24","","194","194","194","","","","","","","","","","","","","GPSC8_reference_00295",""
"group_2810","","hypothetical protein","1","1","1","1","4758","1","1623","","1565","1565","1565","AP023349_01794","","","","","","","","","","","","",""
"melC","","Melibiose/raffinose/stachyose import permease protein MelC","1","1","1","1","4759","1","1624","","896","896","896","AP023349_01795","","","","","","","","","","","","",""
"yteP","","putative multiple-sugar transport system permease YteP","1","1","1","1","4760","1","1625","","917","917","917","AP023349_01796","","","","","","","","","","","","",""
"group_2815","","hypothetical protein","1","1","1","1","4766","1","1555","","170","170","170","AP023349_01802","","","","","","","","","","","","",""
"entS_2","","Enterobactin exporter EntS","1","1","1","1","4765","1","1556","","1217","1217","1217","AP023349_01803","","","","","","","","","","","","",""
"group_2817","","hypothetical protein","1","1","1","1","4763","1","1558","","299","299","299","AP023349_01805","","","","","","","","","","","","",""
"group_2818","","hypothetical protein","1","1","1","1","4778","1","1559","","368","368","368","AP023349_01806","","","","","","","","","","","","",""
"group_2819","","hypothetical protein","1","1","1","1","4779","1","1560","","335","335","335","AP023349_01807","","","","","","","","","","","","",""
"group_2820","","hypothetical protein","1","1","1","1","4780","1","1561","","245","245","245","AP023349_01808","","","","","","","","","","","","",""
"group_2829","","hypothetical protein","1","1","1","1","4794","1","1629","","1124","1124","1124","AP023349_01822","","","","","","","","","","","","",""
"group_2830","rhaS","HTH-type transcriptional activator RhaS","1","1","1","1","765","1","1630","","1538","1538","1538","AP023349_01823","","","","","","","","","","","","",""
"group_2831","xerC_4","Tyrosine recombinase XerC","1","1","1","1","757","1","1631","","221","221","221","AP023349_01825","","","","","","","","","","","","",""
"group_2832","sulD","Bifunctional folate synthesis protein","1","1","1","1","384","205","1","","812","812","812","AP023349_01835","","","","","","","","","","","","",""
"group_2833","fpgS_2","Folylpolyglutamate synthase","1","1","1","1","385","29","7","","1322","1322","1322","AP023349_01837","","","","","","","","","","","","",""
"group_2834","sulA","Dihydropteroate synthase","1","1","1","1","386","29","6","","947","947","947","AP023349_01838","","","","","","","","","","","","",""
"group_2835","rsuA_2","Ribosomal small subunit pseudouridine synthase A","1","1","1","1","388","151","2","","722","722","722","AP023349_01847","","","","","","","","","","","","",""
"group_2836","","hypothetical protein","1","1","1","1","389","151","1","","230","230","230","AP023349_01848","","","","","","","","","","","","",""
"group_2837","","hypothetical protein","1","1","1","1","390","148","1","","152","152","152","AP023349_01850","","","","","","","","","","","","",""
"group_2838","","hypothetical protein","1","1","1","1","391","148","2","","677","677","677","AP023349_01851","","","","","","","","","","","","",""
"group_2839","desK","Sensor histidine kinase DesK","1","1","1","1","628","224","1","","1097","1097","1097","AP023349_01858","","","","","","","","","","","","",""
"group_2840","btuD_5","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","630","66","4","","884","884","884","AP023349_01860","","","","","","","","","","","","",""
"group_2841","","hypothetical protein","1","1","1","1","705","66","5","","194","194","194","AP023349_01861","","","","","","","","","","","","",""
"group_2842","","hypothetical protein","1","1","1","1","706","66","6","","191","191","191","AP023349_01862","","","","","","","","","","","","",""
"group_2843","","ISL3 family transposase ISSg1","1","1","1","1","707","66","3","","338","338","338","AP023349_01863","","","","","","","","","","","","",""
"group_2844","","hypothetical protein","1","1","1","1","709","66","1","","479","479","479","AP023349_01887","","","","","","","","","","","","",""
"mtgA_1","","Biosynthetic peptidoglycan transglycosylase","1","1","1","1","639","128","2","","602","602","602","AP023349_01891","","","","","","","","","","","","",""
"group_2846","","hypothetical protein","1","1","1","1","640","128","1","","875","875","875","AP023349_01892","","","","","","","","","","","","",""
"yxdL_4","","ABC transporter ATP-binding protein YxdL","1","1","1","1","642","161","1","","683","683","683","AP023349_01895","","","","","","","","","","","","",""
"group_2848","","hypothetical protein","1","1","1","1","641","161","2","","920","920","920","AP023349_01896","","","","","","","","","","","","",""
"group_2849","","hypothetical protein","1","1","1","1","646","209","1","","299","299","299","AP023349_01900","","","","","","","","","","","","",""
"group_2850","","hypothetical protein","1","1","1","1","683","142","2","","623","623","623","AP023349_01902","","","","","","","","","","","","",""
"group_2851","","hypothetical protein","1","1","1","1","671","142","1","","989","989","989","AP023349_01903","","","","","","","","","","","","",""
"group_2852","ackA","Acetate kinase","1","1","1","1","669","267","1","","1190","1190","1190","AP023349_01906","","","","","","","","","","","","",""
"group_2853","","hypothetical protein","1","1","1","1","647","19","2","","851","851","851","AP023349_01909","","","","","","","","","","","","",""
"group_2854","","hypothetical protein","1","1","1","1","656","294","1","","323","323","323","AP023349_01912","","","","","","","","","","","","",""
"group_2855","agaA_1","N-acetylgalactosamine-6-phosphate deacetylase","1","1","1","1","2525","152","1","","1151","1151","1151","AP023349_01917","","","","","","","","","","","","",""
"group_2856","oatA","O-acetyltransferase OatA","1","1","1","1","2526","152","2","","1817","1817","1817","AP023349_01918","","","","","","","","","","","","",""
"group_2857","","hypothetical protein","1","1","1","1","2531","57","1","","875","875","875","AP023349_01920","","","","","","","","","","","","",""
"group_2858","pcp_1","Pyrrolidone-carboxylate peptidase","1","1","1","1","2530","57","2","","212","212","212","AP023349_01921","","","","","","","","","","","","",""
"group_2859","pcp_2","Pyrrolidone-carboxylate peptidase","1","1","1","1","2529","57","8","","431","431","431","AP023349_01922","","","","","","","","","","","","",""
"group_2860","","hypothetical protein","1","1","1","1","2528","57","7","","1181","1181","1181","AP023349_01923","","","","","","","","","","","","",""
"group_2861","","putative protein","1","1","1","1","2527","57","6","","623","623","623","AP023349_01924","","","","","","","","","","","","",""
"group_2862","yeeO","putative FMN/FAD exporter YeeO","1","1","1","1","2511","57","5","","1280","1280","1280","AP023349_01925","","","","","","","","","","","","",""
"group_2863","thrC","Threonine synthase","1","1","1","1","2512","57","4","","1484","1484","1484","AP023349_01926","","","","","","","","","","","","",""
"group_2864","","hypothetical protein","1","1","1","1","2513","57","3","","1277","1277","1277","AP023349_01927","","","","","","","","","","","","",""
"group_2865","","hypothetical protein","1","1","1","1","2567","168","1","","245","245","245","AP023349_01953","","","","","","","","","","","","",""
"group_2866","yqgN","putative protein YqgN","1","1","1","1","2571","180","1","","539","539","539","AP023349_01957","","","","","","","","","","","","",""
"group_2867","rlmA","23S rRNA (guanine(745)-N(1))-methyltransferase","1","1","1","1","2102","99","1","","848","848","848","AP023349_01965","","","","","","","","","","","","",""
"group_2868","","hypothetical protein","1","1","1","1","2103","99","2","","641","641","641","AP023349_01966","","","","","","","","","","","","",""
"group_2869","","hypothetical protein","1","1","1","1","2104","99","3","","188","188","188","AP023349_01967","","","","","","","","","","","","",""
"leuB_2","","3-isopropylmalate dehydrogenase","1","1","1","1","4347","10","6","","317","317","317","","","","","","","","","","","","","","NC_017592_01168"
"group_2870","","hypothetical protein","1","1","1","1","2498","176","1","","179","179","179","AP023349_01970","","","","","","","","","","","","",""
"group_2871","malX","Maltose/maltodextrin-binding protein","1","1","1","1","2497","42","4","","1271","1271","1271","AP023349_01973","","","","","","","","","","","","",""
"group_2872","","hypothetical protein","1","1","1","1","2494","230","1","","800","800","800","AP023349_01976","","","","","","","","","","","","",""
"group_2873","","hypothetical protein","1","1","1","1","2485","64","1","","230","230","230","AP023349_01980","","","","","","","","","","","","",""
"group_2874","","hypothetical protein","1","1","1","1","2486","64","2","","641","641","641","AP023349_01981","","","","","","","","","","","","",""
"group_2875","","hypothetical protein","1","1","1","1","2487","64","3","","698","698","698","AP023349_01982","","","","","","","","","","","","",""
"group_2876","","Fluoroquinolones export ATP-binding protein","1","1","1","1","2488","64","4","","824","824","824","AP023349_01983","","","","","","","","","","","","",""
"group_2877","","hypothetical protein","1","1","1","1","2489","64","6","","758","758","758","AP023349_01984","","","","","","","","","","","","",""
"group_2878","","hypothetical protein","1","1","1","1","2490","64","5","","197","197","197","AP023349_01985","","","","","","","","","","","","",""
